ICD10Code,icd10_count_acu_all,icd10_patient_count_acu_all,icd10_count_acu_24,icd10_patient_count_acu_24,icd10_count_all_all,icd10_patient_count_all_all,icd10_count_all_24,icd10_patient_count_all_24,icd10_count_acu_all_%,icd10_patient_count_acu_all_%,icd10_count_acu_24_%,icd10_patient_count_acu_24_%,icd10_count_all_all_%,icd10_patient_count_all_all_%,icd10_count_all_24_%,icd10_patient_count_all_24_%
E85.89,0.0,0.0,0.0,0.0,902.0,266.0,393.0,132.0,0.0,0.0,0.0,0.0,4.920296863874783e-06,8.06160765428432e-06,7.211898553581259e-06,9.27874292715519e-06
E85.9,0.0,0.0,0.0,0.0,4750.0,595.0,1888.0,353.0,0.0,0.0,0.0,0.0,2.59106542166355e-05,1.8032543437214926e-05,3.4646474476237705e-05,2.4813607979437744e-05
E86.0,0.0,0.0,0.0,0.0,43120.0,21914.0,12432.0,7384.0,0.0,0.0,0.0,0.0,0.0002352141915413311,0.0006641431208119796,0.00022813822600031098,0.0005190472558644994
E86.1,0.0,0.0,0.0,0.0,4971.0,3569.0,1524.0,1123.0,0.0,0.0,0.0,0.0,2.7116181497030542e-05,0.00010816495382759676,2.7966751642895263e-05,7.893960838784302e-05
E86.9,0.0,0.0,0.0,0.0,3172.0,1987.0,907.0,564.0,0.0,0.0,0.0,0.0,1.730286214214059e-05,6.021960304159001e-05,1.6644254422641736e-05,3.964553796148127e-05
E87.0,0.0,0.0,0.0,0.0,4275.0,1899.0,1777.0,799.0,0.0,0.0,0.0,0.0,2.331958879497195e-05,5.755260502062378e-05,3.2609526029806355e-05,5.616451211209846e-05
E87.1,0.0,0.0,0.0,0.0,64362.0,15555.0,21676.0,6544.0,0.0,0.0,0.0,0.0,0.00035108663719812507,0.00047142220700147595,0.0003977738245481613,0.0004600007099644209
E87.2,0.0,0.0,0.0,0.0,12846.0,4649.0,0.0,0.0,0.0,0.0,0.0,0.0,7.007331875092624e-05,0.0001408962931758188,0.0,0.0
E87.20,0.0,0.0,0.0,0.0,12253.0,6128.0,6785.0,3698.0,0.0,0.0,0.0,0.0,6.683857812977574e-05,0.00018572004400546735,0.00012451076764897925,0.00025994538897439315
E87.21,0.0,0.0,0.0,0.0,3817.0,1908.0,2219.0,1157.0,0.0,0.0,0.0,0.0,2.0821256241031095e-05,5.782536618185896e-05,4.0720618041722173e-05,8.132958762665572e-05
E87.22,0.0,0.0,0.0,0.0,4592.0,1397.0,2981.0,1001.0,0.0,0.0,0.0,0.0,2.5048784034271623e-05,4.233859358283908e-05,5.47039938631698e-05,7.036380053092686e-05
E87.29,0.0,0.0,0.0,0.0,2628.0,1471.0,1282.0,771.0,0.0,0.0,0.0,0.0,1.4335410375014336e-05,4.4581296464106145e-05,2.352583701193683e-05,5.419629391542918e-05
E87.3,0.0,0.0,0.0,0.0,3546.0,2021.0,1202.0,723.0,0.0,0.0,0.0,0.0,1.9342985232039892e-05,6.125003409514515e-05,2.2057766059553878e-05,5.082220557828184e-05
E87.4,0.0,0.0,0.0,0.0,1278.0,896.0,518.0,379.0,0.0,0.0,0.0,0.0,6.9713297029179305e-06,2.7154888940747182e-05,9.505759416679624e-06,2.664123916205922e-05
E87.5,0.0,0.0,0.0,0.0,52564.0,15007.0,17500.0,6416.0,0.0,0.0,0.0,0.0,0.0002867300269985744,0.0004548140829618225,0.00032114052083377105,0.0004510031410653614
E87.6,171.0,143.0,0.0,0.0,105956.0,29364.0,32480.0,12374.0,3.545407442992025e-05,0.0001028265804553276,0.0,0.0,0.0005779766901427012,0.0008899287487233262,0.0005960368066674791,0.0008698118559137751
E87.70,0.0,0.0,0.0,0.0,12021.0,4085.0,3820.0,1586.0,0.0,0.0,0.0,0.0,6.557304722908954e-05,0.00012380326040508063,7.010038797628604e-05,0.00011148550213991009
E87.79,0.0,0.0,0.0,0.0,4334.0,1378.0,2009.0,634.0,0.0,0.0,0.0,0.0,2.3641426394715424e-05,4.176276446467591e-05,3.686693179171692e-05,4.4566083453154475e-05
E87.8,0.0,0.0,0.0,0.0,13292.0,4051.0,4306.0,1681.0,0.0,0.0,0.0,0.0,7.250619281000402e-05,0.0001227728293515255,7.901891901201247e-05,0.00011816338530718087
E88.01,0.0,0.0,0.0,0.0,4196.0,259.0,1185.0,150.0,0.0,0.0,0.0,0.0,2.288865370379001e-05,7.849460084434733e-06,2.1745800982172498e-05,1.0544026053585443e-05
E88.09,0.0,0.0,0.0,0.0,2453.0,1382.0,857.0,508.0,0.0,0.0,0.0,0.0,1.3380807324927764e-05,4.1883991647447105e-05,1.572671007740239e-05,3.5709101568142704e-05
E88.1,0.0,0.0,0.0,0.0,2206.0,468.0,256.0,112.0,0.0,0.0,0.0,0.0,1.2033453305662719e-05,1.4183580384229555e-05,4.697827047625451e-06,7.87287278667713e-06
E88.2,0.0,0.0,0.0,0.0,6635.0,3648.0,1739.0,1062.0,0.0,0.0,0.0,0.0,3.6193092784710854e-05,0.00011055919068732782,3.191219232742445e-05,7.465170445938494e-05
E88.3,0.0,0.0,0.0,0.0,377.0,105.0,161.0,46.0,0.0,0.0,0.0,0.0,2.0564877136150704e-06,3.1822135477438105e-06,2.954492791670694e-06,3.233501323099536e-06
E88.81,0.0,0.0,0.0,0.0,7952.0,2643.0,0.0,0.0,0.0,0.0,0.0,0.0,4.337716259593379e-05,8.010086101606564e-05,0.0,0.0
E88.810,0.0,0.0,0.0,0.0,3897.0,1566.0,3011.0,1289.0,0.0,0.0,0.0,0.0,2.1257646206784958e-05,4.7460442054921974e-05,5.525452047031341e-05,9.060833055381091e-05
E88.818,0.0,0.0,0.0,0.0,0.0,0.0,116.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1287028809552824e-06,5.342306533816625e-06
E88.819,0.0,0.0,0.0,0.0,551.0,325.0,449.0,269.0,0.0,0.0,0.0,0.0,3.005635889129718e-06,9.849708600159413e-06,8.239548220249326e-06,1.8908953389429895e-05
E88.89,0.0,0.0,0.0,0.0,1348.0,864.0,610.0,383.0,0.0,0.0,0.0,0.0,7.353170922952558e-06,2.6185071478577642e-05,1.119404101192002e-05,2.692241319015483e-05
E88.9,0.0,0.0,0.0,0.0,1596.0,471.0,270.0,167.0,0.0,0.0,0.0,0.0,8.705979816789528e-06,1.427450077130795e-05,4.954739464292468e-06,1.1739015672991793e-05
E88.A,0.0,0.0,0.0,0.0,205.0,110.0,170.0,83.0,0.0,0.0,0.0,0.0,1.118249287244269e-06,3.3337475262078015e-06,3.1196507738137763e-06,5.834361082983945e-06
E89.0,0.0,0.0,0.0,0.0,32037.0,3505.0,9314.0,2191.0,0.0,0.0,0.0,0.0,0.00017475781666070558,0.00010622531890325768,0.00017092016063118535,0.00015401307388937136
E89.2,0.0,0.0,0.0,0.0,1946.0,300.0,547.0,151.0,0.0,0.0,0.0,0.0,1.061518591696267e-05,9.092038707839458e-06,1.0037935136918444e-05,1.0614319560609347e-05
E89.3,0.0,0.0,0.0,0.0,0.0,0.0,261.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7895814821493855e-06,3.163207816075633e-06
E89.41,0.0,0.0,0.0,0.0,331.0,144.0,162.0,82.0,0.0,0.0,0.0,0.0,1.8055634833066e-06,4.36417857976294e-06,2.972843678575481e-06,5.764067575960043e-06
E89.5,0.0,0.0,0.0,0.0,499.0,134.0,142.0,49.0,0.0,0.0,0.0,0.0,2.721982411389708e-06,4.061110622834958e-06,2.6058259404797423e-06,3.444381844171245e-06
E89.6,0.0,0.0,0.0,0.0,314.0,114.0,135.0,62.0,0.0,0.0,0.0,0.0,1.7128306155839046e-06,3.4549747089789944e-06,2.477369732146234e-06,4.358197435481983e-06
F01.50,0.0,0.0,0.0,0.0,35124.0,2143.0,13955.0,1089.0,0.0,0.0,0.0,0.0,0.00019159701446423268,6.494746316966653e-05,0.00025608662675630147,7.654962914903032e-05
F01.51,0.0,0.0,0.0,0.0,3306.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8033815334778308e-05,1.0334617331244185e-05,0.0,0.0
F01.511,0.0,0.0,0.0,0.0,762.0,172.0,571.0,117.0,0.0,0.0,0.0,0.0,4.156614423805526e-06,5.2127688591612896e-06,1.047835642263333e-05,8.224340321796646e-06
F01.518,0.0,0.0,0.0,0.0,5796.0,328.0,4046.0,206.0,0.0,0.0,0.0,0.0,3.1616453018867235e-05,9.940628987237809e-06,7.424768841676787e-05,1.448046244692401e-05
F01.53,0.0,0.0,0.0,0.0,406.0,101.0,246.0,66.0,0.0,0.0,0.0,0.0,2.2146790762008447e-06,3.060986364972618e-06,4.514318178577582e-06,4.639371463577595e-06
F01.54,0.0,0.0,0.0,0.0,0.0,0.0,161.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.954492791670694e-06,1.9682181966692827e-06
F01.A0,0.0,0.0,0.0,0.0,2915.0,520.0,2139.0,363.0,0.0,0.0,0.0,0.0,1.590095937715631e-05,1.5759533760255063e-05,3.925254708933922e-05,2.5516543049676774e-05
F01.A11,0.0,0.0,0.0,0.0,0.0,0.0,158.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.899440130956333e-06,3.3740883371473418e-06
F01.A18,0.0,0.0,0.0,0.0,831.0,104.0,332.0,64.0,0.0,0.0,0.0,0.0,4.533000769268232e-06,3.1519067520510123e-06,6.092494452389257e-06,4.498784449529789e-06
F01.A2,0.0,0.0,0.0,0.0,0.0,0.0,124.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2755099761935778e-06,8.435220842868354e-07
F01.A3,0.0,0.0,0.0,0.0,2074.0,189.0,1756.0,131.0,0.0,0.0,0.0,0.0,1.1313409862168847e-05,5.727984385938859e-06,3.222415740480583e-05,9.208449420131287e-06
F01.A4,0.0,0.0,0.0,0.0,0.0,0.0,389.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,7.138495005962112e-06,4.639371463577595e-06
F01.B0,0.0,0.0,0.0,0.0,1456.0,271.0,1086.0,195.0,0.0,0.0,0.0,0.0,7.942297376720272e-06,8.213141632748311e-06,1.9929063178598595e-05,1.3707233869661077e-05
F01.B11,0.0,0.0,0.0,0.0,0.0,0.0,357.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55126662500893e-06,2.952327295003924e-06
F01.B18,0.0,0.0,0.0,0.0,902.0,138.0,653.0,91.0,0.0,0.0,0.0,0.0,4.920296863874783e-06,4.182337805606151e-06,1.1983129148825859e-05,6.396709139175169e-06
F01.B2,0.0,0.0,0.0,0.0,0.0,0.0,534.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.799373607156214e-06,2.3899792388127004e-06
F01.B3,0.0,0.0,0.0,0.0,1498.0,140.0,971.0,101.0,0.0,0.0,0.0,0.0,8.171402108741048e-06,4.242951396991748e-06,1.78187111845481e-05,7.099644209414199e-06
F01.B4,0.0,0.0,0.0,0.0,0.0,0.0,934.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7139728369070983e-05,3.022620802027827e-06
F01.C0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,8.257899107154113e-06,4.779958477625401e-06
F01.C11,0.0,0.0,0.0,0.0,0.0,0.0,250.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58772172619673e-06,2.811740280956118e-06
F01.C18,0.0,0.0,0.0,0.0,0.0,0.0,227.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,4.165651327386631e-06,3.233501323099536e-06
F01.C2,0.0,0.0,0.0,0.0,0.0,0.0,104.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9084922380978395e-06,7.732285772629325e-07
F02.80,299.0,113.0,0.0,0.0,46371.0,3410.0,18685.0,1872.0,6.199279681021144e-05,8.125457056959453e-05,0.0,0.0,0.00025294798877465363,0.00010334617331244185,0.00034288632181594356,0.00013158944514874633
F02.81,0.0,0.0,0.0,0.0,8179.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,4.461541912376037e-05,1.863867935107089e-05,0.0,0.0
F02.811,0.0,0.0,0.0,0.0,961.0,304.0,584.0,196.0,0.0,0.0,0.0,0.0,5.242134463618256e-06,9.213265890610652e-06,1.071691795239556e-05,1.377752737668498e-05
F02.818,0.0,0.0,0.0,0.0,2389.0,438.0,924.0,302.0,0.0,0.0,0.0,0.0,1.3031695352324675e-05,1.327437651344561e-05,1.6956219500023113e-05,2.1228639121218694e-05
F02.82,0.0,0.0,0.0,0.0,404.0,154.0,308.0,112.0,0.0,0.0,0.0,0.0,2.2037693270569983e-06,4.6672465366909225e-06,5.652073166674371e-06,7.87287278667713e-06
F02.83,0.0,0.0,0.0,0.0,790.0,140.0,546.0,90.0,0.0,0.0,0.0,0.0,4.3093509118193774e-06,4.242951396991748e-06,1.0019584250013658e-05,6.326415632151266e-06
F02.A0,0.0,0.0,0.0,0.0,2594.0,643.0,2002.0,462.0,0.0,0.0,0.0,0.0,1.4149944639568944e-05,1.948726963046924e-05,3.673847558338341e-05,3.247560024504317e-05
F02.A11,0.0,0.0,0.0,0.0,0.0,0.0,294.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3951607500073545e-06,4.569077956553692e-06
F02.A18,0.0,0.0,0.0,0.0,669.0,153.0,525.0,107.0,0.0,0.0,0.0,0.0,3.649311088616663e-06,4.636939740998124e-06,9.634215625013133e-06,7.521405251557616e-06
F02.A2,0.0,0.0,0.0,0.0,0.0,0.0,114.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0920011071457087e-06,2.6711532669083124e-06
F02.A3,0.0,0.0,0.0,0.0,834.0,182.0,600.0,133.0,0.0,0.0,0.0,0.0,4.549365392984001e-06,5.515836816089272e-06,1.101053214287215e-05,9.349036434179094e-06
F02.A4,0.0,0.0,0.0,0.0,721.0,109.0,387.0,79.0,0.0,0.0,0.0,0.0,3.932964566356673e-06,3.3034407305150034e-06,7.1017932321525374e-06,5.553187054888334e-06
F02.B0,0.0,0.0,0.0,0.0,1522.0,436.0,1052.0,313.0,0.0,0.0,0.0,0.0,8.302319098467206e-06,1.3213762922060014e-05,1.930513302383584e-05,2.2001867698481623e-05
F02.B11,0.0,0.0,0.0,0.0,348.0,110.0,260.0,78.0,0.0,0.0,0.0,0.0,1.8982963510292956e-06,3.3337475262078015e-06,4.771230595244599e-06,5.48289354786443e-06
F02.B18,0.0,0.0,0.0,0.0,2105.0,209.0,1722.0,138.0,0.0,0.0,0.0,0.0,1.1482510973898469e-05,6.334120299794823e-06,3.160022725004307e-05,9.700503969298607e-06
F02.B2,0.0,0.0,0.0,0.0,643.0,102.0,387.0,74.0,0.0,0.0,0.0,0.0,3.507484349746658e-06,3.091293160665416e-06,7.1017932321525374e-06,5.201719519768819e-06
F02.B3,0.0,0.0,0.0,0.0,1341.0,194.0,1004.0,135.0,0.0,0.0,0.0,0.0,7.314986800949096e-06,5.87951836440285e-06,1.8424290452406066e-05,9.489623448226899e-06
F02.B4,0.0,0.0,0.0,0.0,0.0,0.0,391.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,7.175196779771685e-06,3.7958493792907595e-06
F02.C0,0.0,0.0,0.0,0.0,919.0,146.0,517.0,105.0,0.0,0.0,0.0,0.0,5.013029731597479e-06,4.424792171148537e-06,9.487408529774838e-06,7.38081823750981e-06
F02.C11,0.0,0.0,0.0,0.0,570.0,106.0,401.0,71.0,0.0,0.0,0.0,0.0,3.10927850599626e-06,3.2125203434366086e-06,7.358705648819554e-06,4.99083899869711e-06
F02.C18,0.0,0.0,0.0,0.0,616.0,131.0,472.0,82.0,0.0,0.0,0.0,0.0,3.36020273630473e-06,3.970190235756564e-06,8.661618619059426e-06,5.764067575960043e-06
F02.C2,0.0,0.0,0.0,0.0,0.0,0.0,128.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3489135238127257e-06,1.8276311826214769e-06
F02.C3,0.0,0.0,0.0,0.0,0.0,0.0,143.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6241768273845294e-06,2.5305662528605062e-06
F03.90,458.0,218.0,0.0,0.0,83517.0,6418.0,34491.0,3339.0,9.49588660169794e-05,0.00015675660516966026,0.0,0.0,0.0004555747596233152,0.00019450901475637884,0.0006329404402330056,0.00023471001995281198
F03.91,0.0,0.0,0.0,0.0,5812.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1703731012018006e-05,2.048739388833158e-05,0.0,0.0
F03.911,0.0,0.0,0.0,0.0,1059.0,354.0,648.0,226.0,0.0,0.0,0.0,0.0,5.7767121716667355e-06,1.0728605675250562e-05,1.1891374714301924e-05,1.5886332587402067e-05
F03.918,0.0,0.0,0.0,0.0,4979.0,607.0,3116.0,402.0,0.0,0.0,0.0,0.0,2.7159820493605928e-05,1.8396224985528507e-05,5.718136359531604e-05,2.825798982360899e-05
F03.92,0.0,0.0,0.0,0.0,696.0,131.0,478.0,92.0,0.0,0.0,0.0,0.0,3.796592702058591e-06,3.970190235756564e-06,8.771723940488148e-06,6.467002646199072e-06
F03.93,0.0,0.0,0.0,0.0,860.0,254.0,569.0,161.0,0.0,0.0,0.0,0.0,4.691192131854006e-06,7.697926105970741e-06,1.0441654648823757e-05,1.1317254630848375e-05
F03.94,0.0,0.0,0.0,0.0,290.0,125.0,225.0,90.0,0.0,0.0,0.0,0.0,1.5819136258577462e-06,3.7883494615997747e-06,4.1289495535770565e-06,6.326415632151266e-06
F03.A0,0.0,0.0,0.0,0.0,5204.0,1329.0,3574.0,872.0,0.0,0.0,0.0,0.0,2.8387167272288663e-05,4.0277731475728805e-05,6.558606979770844e-05,6.129593812484338e-05
F03.A11,0.0,0.0,0.0,0.0,428.0,119.0,302.0,80.0,0.0,0.0,0.0,0.0,2.3346863167831567e-06,3.6065086874429855e-06,5.5419678452456495e-06,5.623480561912236e-06
F03.A18,0.0,0.0,0.0,0.0,1361.0,201.0,1007.0,135.0,0.0,0.0,0.0,0.0,7.424084292387561e-06,6.091665934252438e-06,1.847934311312043e-05,9.489623448226899e-06
F03.A2,0.0,0.0,0.0,0.0,0.0,0.0,214.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,3.927089797624401e-06,2.8820337879800213e-06
F03.A3,0.0,0.0,0.0,0.0,1033.0,280.0,649.0,183.0,0.0,0.0,0.0,0.0,5.634885432796731e-06,8.485902793983496e-06,1.190972560120671e-05,1.2863711785374241e-05
F03.A4,0.0,0.0,0.0,0.0,697.0,188.0,535.0,119.0,0.0,0.0,0.0,0.0,3.8020475766305144e-06,5.697677590246061e-06,9.817724494061001e-06,8.364927335844451e-06
F03.B0,0.0,0.0,0.0,0.0,4558.0,729.0,2722.0,477.0,0.0,0.0,0.0,0.0,2.4863318298826233e-05,2.2093654060049885e-05,4.9951114154829995e-05,3.353000285040171e-05
F03.B11,0.0,0.0,0.0,0.0,462.0,134.0,290.0,97.0,0.0,0.0,0.0,0.0,2.5201520522285474e-06,4.061110622834958e-06,5.321757202388206e-06,6.818470181318587e-06
F03.B18,0.0,0.0,0.0,0.0,1971.0,259.0,1299.0,164.0,0.0,0.0,0.0,0.0,1.0751557781260752e-05,7.849460084434733e-06,2.3837802089318208e-05,1.1528135151920085e-05
F03.B2,0.0,0.0,0.0,0.0,0.0,0.0,333.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,6.110845339294044e-06,4.428490942505887e-06
F03.B3,0.0,0.0,0.0,0.0,1379.0,249.0,981.0,167.0,0.0,0.0,0.0,0.0,7.52227203468218e-06,7.546392127506751e-06,1.800222005359597e-05,1.1739015672991793e-05
F03.B4,0.0,0.0,0.0,0.0,430.0,125.0,283.0,82.0,0.0,0.0,0.0,0.0,2.345596065927003e-06,3.7883494615997747e-06,5.193300994054698e-06,5.764067575960043e-06
F03.C0,0.0,0.0,0.0,0.0,727.0,210.0,472.0,148.0,0.0,0.0,0.0,0.0,3.965693813788212e-06,6.364427095487621e-06,8.661618619059426e-06,1.0403439039537637e-05
F03.C11,0.0,0.0,0.0,0.0,0.0,0.0,748.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3726463404780615e-05,4.358197435481983e-06
F03.C18,0.0,0.0,0.0,0.0,1193.0,129.0,980.0,80.0,0.0,0.0,0.0,0.0,6.507665364304453e-06,3.909576644370968e-06,1.798386916669118e-05,5.623480561912236e-06
F03.C2,0.0,0.0,0.0,0.0,0.0,0.0,173.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.174703434528137e-06,1.3355766334541562e-06
F05.,0.0,0.0,0.0,0.0,10530.0,3049.0,3972.0,1380.0,0.0,0.0,0.0,0.0,5.743982924235196e-05,9.24054200673417e-05,7.288972278581364e-05,9.700503969298608e-05
F06.0,0.0,0.0,0.0,0.0,3936.0,495.0,1023.0,167.0,0.0,0.0,0.0,0.0,2.1470386315089963e-05,1.5001863867935106e-05,1.877295730359702e-05,1.1739015672991793e-05
F06.1,0.0,0.0,0.0,0.0,1802.0,129.0,704.0,64.0,0.0,0.0,0.0,0.0,9.82968397860572e-06,3.909576644370968e-06,1.291902438096999e-05,4.498784449529789e-06
F06.2,0.0,0.0,0.0,0.0,3238.0,342.0,472.0,99.0,0.0,0.0,0.0,0.0,1.7662883863887527e-05,1.0364924126936983e-05,8.661618619059426e-06,6.959057195366392e-06
F06.30,0.0,0.0,0.0,0.0,29753.0,5035.0,5848.0,1457.0,0.0,0.0,0.0,0.0,0.00016229888313843284,0.0001525947163132389,0.00010731598661919391,0.0001024176397338266
F06.31,552.0,187.0,0.0,0.0,103693.0,10941.0,24487.0,4438.0,0.00011444824026500573,0.0001344655282877361,0.0,0.0,0.0005656323089864389,0.00033158665167490504,0.0004493581676375173,0.0003119625841720813
F06.32,0.0,0.0,0.0,0.0,36465.0,4167.0,9419.0,1569.0,0.0,0.0,0.0,0.0,0.0001989120012651818,0.00012628841765189008,0.000172847003756188,0.00011029051252050374
F06.33,0.0,0.0,0.0,0.0,2693.0,281.0,647.0,69.0,0.0,0.0,0.0,0.0,1.4689977222189348e-05,8.516209589676294e-06,1.1873023827397137e-05,4.8502519846493035e-06
F06.34,0.0,0.0,0.0,0.0,23549.0,3076.0,6170.0,1224.0,0.0,0.0,0.0,0.0,0.0001284568412942209,9.322370355104725e-05,0.00011322497220253529,8.603925259725722e-05
F06.4,0.0,0.0,0.0,0.0,23698.0,4622.0,7313.0,1653.0,0.0,0.0,0.0,0.0,0.0001292696176054375,0.00014007800969211326,0.00013420003593470674,0.00011619516711051158
F06.70,0.0,0.0,0.0,0.0,7609.0,1979.0,5809.0,1379.0,0.0,0.0,0.0,0.0,4.150614061776411e-05,5.997714867604763e-05,0.00010660030202990722,9.693474618596217e-05
F06.71,0.0,0.0,0.0,0.0,3061.0,475.0,2305.0,314.0,0.0,0.0,0.0,0.0,1.669737106465711e-05,1.4395727954079144e-05,4.2298794315533846e-05,2.207216120550553e-05
F06.8,0.0,0.0,0.0,0.0,3549.0,952.0,683.0,232.0,0.0,0.0,0.0,0.0,1.9359349855755662e-05,2.8852069499543884e-05,1.2533655755969465e-05,1.6308093629545486e-05
F07.0,0.0,0.0,0.0,0.0,2112.0,185.0,451.0,58.0,0.0,0.0,0.0,0.0,1.1520695095901932e-05,5.606757203167666e-06,8.2762499940589e-06,4.0770234073863715e-06
F07.81,0.0,0.0,0.0,0.0,9442.0,1974.0,2334.0,767.0,0.0,0.0,0.0,0.0,5.150492570809945e-05,5.982561469758364e-05,4.283097003577267e-05,5.391511988733357e-05
F07.9,0.0,0.0,0.0,0.0,558.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,3.043820011133181e-06,3.3034407305150034e-06,0.0,0.0
F09.,0.0,0.0,0.0,0.0,22742.0,2166.0,11346.0,950.0,0.0,0.0,0.0,0.0,0.00012405475751467885,6.564451947060089e-05,0.00020820916282171238,6.677883167270781e-05
F10.10,2238.0,1085.0,1002.0,513.0,787831.0,42678.0,233261.0,18366.0,0.00046401297411790367,0.0007801876908673458,0.0004686601091669356,0.0007838092211411529,0.004297519288872877,0.0012934334265772415,0.004280546230297501,0.0012910105500010018
F10.11,318.0,184.0,0.0,0.0,105856.0,15583.0,36288.0,6650.0,6.593213841353591e-05,0.0001323083272991628,0.0,0.0,0.0005774312026855089,0.0004722707972808743,0.0006659169840009077,0.00046745182170895464
F10.120,0.0,0.0,0.0,0.0,14178.0,2909.0,2888.0,981.0,0.0,0.0,0.0,0.0,7.733921168072803e-05,8.816246867034995e-05,5.299736138102462e-05,6.89579303904488e-05
F10.121,0.0,0.0,0.0,0.0,1885.0,458.0,289.0,120.0,0.0,0.0,0.0,0.0,1.028243856807535e-05,1.3880512427301574e-05,5.3034063154834195e-06,8.435220842868355e-06
F10.129,0.0,0.0,0.0,0.0,28931.0,4099.0,6703.0,1372.0,0.0,0.0,0.0,0.0,0.00015781497624031191,0.0001242275555447798,0.0001230059949227867,9.644269163679486e-05
F10.130,0.0,0.0,0.0,0.0,7485.0,1567.0,3335.0,770.0,0.0,0.0,0.0,0.0,4.082973617084562e-05,4.749074885061477e-05,6.120020782746437e-05,5.4126000408405274e-05
F10.131,0.0,0.0,0.0,0.0,1636.0,388.0,780.0,191.0,0.0,0.0,0.0,0.0,8.924174799666459e-06,1.17590367288057e-05,1.4313691785733797e-05,1.3426059841565464e-05
F10.132,0.0,0.0,0.0,0.0,399.0,178.0,177.0,87.0,0.0,0.0,0.0,0.0,2.176494954197382e-06,5.394609633318079e-06,3.2481069821472846e-06,6.115535111079557e-06
F10.139,0.0,0.0,0.0,0.0,9758.0,2179.0,4187.0,1050.0,0.0,0.0,0.0,0.0,5.32286660728272e-05,6.603850781460727e-05,7.683516347034283e-05,7.38081823750981e-05
F10.14,0.0,0.0,0.0,0.0,37003.0,3158.0,8517.0,890.0,0.0,0.0,0.0,0.0,0.0002018467237848765,9.57088607978567e-05,0.0001562945037680702,6.256122125127364e-05
F10.159,0.0,0.0,0.0,0.0,482.0,136.0,176.0,27.0,0.0,0.0,0.0,0.0,2.6292495436670126e-06,4.1217242142205545e-06,3.2297560952424975e-06,1.8979246896453798e-06
F10.180,0.0,0.0,0.0,0.0,5913.0,1071.0,1043.0,254.0,0.0,0.0,0.0,0.0,3.2254673343782254e-05,3.245857818698687e-05,1.9139975041692755e-05,1.7854550784071352e-05
F10.182,0.0,0.0,0.0,0.0,1414.0,250.0,267.0,48.0,0.0,0.0,0.0,0.0,7.713192644699494e-06,7.576698923199549e-06,4.899686803578107e-06,3.3740883371473418e-06
F10.188,0.0,0.0,0.0,0.0,12130.0,1511.0,2422.0,487.0,0.0,0.0,0.0,0.0,6.616762855742919e-05,4.579356829181808e-05,4.4445848083393916e-05,3.423293792064074e-05
F10.19,0.0,0.0,0.0,0.0,23284.0,2292.0,5164.0,645.0,0.0,0.0,0.0,0.0,0.00012701129953266127,6.946317572789347e-05,9.476397997631964e-05,4.533931203041741e-05
F10.20,6397.0,2484.0,2842.0,1213.0,2314789.0,38662.0,734299.0,20288.0,0.0013263141177087712,0.0017861624185386976,0.0013292734832858592,0.00185333447416027,0.012626883655467679,0.0011717213350749638,0.01347503790329813,0.0014261146705009432
F10.21,1079.0,439.0,420.0,188.0,486352.0,26154.0,123046.0,12034.0,0.00022371313631511084,0.00031567041132789383,0.00019644435713584126,0.00028724392509656284,0.002652989157804023,0.000792643934549444,0.002258003230086411,0.0008459120635256482
F10.220,0.0,0.0,0.0,0.0,27499.0,2306.0,6434.0,800.0,0.0,0.0,0.0,0.0,0.0001500035958533178,6.988747086759264e-05,0.00011806960634539903,5.623480561912237e-05
F10.221,0.0,0.0,0.0,0.0,1308.0,381.0,471.0,99.0,0.0,0.0,0.0,0.0,7.134975940075628e-06,1.1546889158956113e-05,8.64326773215464e-06,6.959057195366392e-06
