ICD10Code,icd10_count_acu_all,icd10_patient_count_acu_all,icd10_count_acu_24,icd10_patient_count_acu_24,icd10_count_all_all,icd10_patient_count_all_all,icd10_count_all_24,icd10_patient_count_all_24,icd10_count_acu_all_%,icd10_patient_count_acu_all_%,icd10_count_acu_24_%,icd10_patient_count_acu_24_%,icd10_count_all_all_%,icd10_patient_count_all_all_%,icd10_count_all_24_%,icd10_patient_count_all_24_%
M99.04,19539.0,4428.0,8504.0,2145.0,166617.0,22229.0,67737.0,11448.0,0.00405109450459773,0.0031840286591342,0.003977530507340938,0.003277330953894294,0.0009088748365501384,0.000673689761455211,0.0012430340262695515,0.000804720068409641
M99.05,21442.0,4834.0,9239.0,2326.0,167009.0,23049.0,68064.0,12077.0,0.0044456506662359655,0.003475969859587788,0.0043213081323286604,0.003553879626460666,0.0009110131473823323,0.0006985413339233056,0.0012490347662874168,0.000848934684327676
M99.06,6350.0,1490.0,2415.0,613.0,38472.0,6763.0,17785.0,3615.0,0.001316569430584758,0.001071409824324742,0.0011295550535310873,0.0009365985430010267,0.00020985993453103178,0.0002049648592703942,0.00032637052360163534,0.0002541110278914092
M99.07,2800.0,840.0,1114.0,319.0,20045.0,4311.0,8542.0,1984.0,0.0005805345520688696,0.0006040162768005258,0.0005210452710698266,0.00048739793673299763,0.0001093429607942018,0.00013065259623165303,0.00015675327594068985,0.00013946231793542346
M99.08,2651.0,921.0,999.0,330.0,17210.0,3870.0,6116.0,1710.0,0.0005496418205480619,0.000662260703492005,0.0004672569351873939,0.0005042047621375837,9.387839138279936e-05,0.00011728729933112902,0.0001122340243096768,0.00012020189701087405
M99.09,1016.0,375.0,382.0,106.0,2536.0,796.0,865.0,264.0,0.00021065110889356128,0.0002696501235716633,0.0001786708200616461,0.00016195668117146628,1.3833561914397395e-05,2.4124209371467363e-05,1.5873517172640686e-05,1.855748585431038e-05
M99.11,0.0,0.0,0.0,0.0,1098.0,215.0,116.0,27.0,0.0,0.0,0.0,0.0,5.989452279971743e-06,6.515961073951612e-06,2.1287028809552824e-06,1.8979246896453798e-06
M99.12,0.0,0.0,0.0,0.0,1035.0,182.0,144.0,27.0,0.0,0.0,0.0,0.0,5.645795181940577e-06,5.515836816089272e-06,2.6425277142893164e-06,1.8979246896453798e-06
M99.13,0.0,0.0,0.0,0.0,1686.0,317.0,176.0,45.0,0.0,0.0,0.0,0.0,9.196918528262622e-06,9.607254234617028e-06,3.2297560952424975e-06,3.163207816075633e-06
M99.14,0.0,0.0,0.0,0.0,1686.0,333.0,577.0,171.0,0.0,0.0,0.0,0.0,9.196918528262622e-06,1.00921629657018e-05,1.0588461744062052e-05,1.2020189701087406e-05
M99.23,0.0,0.0,0.0,0.0,368.0,136.0,149.0,54.0,0.0,0.0,0.0,0.0,2.0073938424677608e-06,4.1217242142205545e-06,2.734282148813251e-06,3.7958493792907595e-06
M99.31,0.0,0.0,0.0,0.0,1158.0,419.0,413.0,175.0,0.0,0.0,0.0,0.0,6.316744754287139e-06,1.2698547395282444e-05,7.578916291676997e-06,1.2301363729183016e-05
M99.33,432.0,125.0,0.0,0.0,6459.0,1441.0,2261.0,660.0,8.956818803348274e-05,8.988337452388777e-05,0.0,0.0,3.523303486005236e-05,4.36720925933222e-05,4.149135529172323e-05,4.639371463577595e-05
M99.41,0.0,0.0,0.0,0.0,584.0,292.0,258.0,127.0,0.0,0.0,0.0,0.0,3.1856467500031857e-06,8.849584342297073e-06,4.734528821435025e-06,8.927275392035676e-06
M99.43,0.0,0.0,0.0,0.0,1863.0,582.0,891.0,286.0,0.0,0.0,0.0,0.0,1.0162431327493039e-05,1.763855509320855e-05,1.6350640232165146e-05,2.0103943008836244e-05
M99.51,562.0,167.0,0.0,0.0,8421.0,2777.0,2581.0,889.0,0.00011652157795096598,0.00012008418836391405,0.0,0.0,4.59354987701658e-05,8.416197163890059e-05,4.736363910125504e-05,6.249092774424973e-05
M99.52,0.0,0.0,0.0,0.0,426.0,171.0,113.0,51.0,0.0,0.0,0.0,0.0,2.32377656763931e-06,5.1824620634684914e-06,2.073650220240922e-06,3.5849688582190506e-06
M99.53,1232.0,354.0,537.0,159.0,17361.0,4974.0,5509.0,1716.0,0.00025543520291030264,0.00025454971665165015,0.00025116814233796847,0.00024293502175719943,9.470207744315977e-05,0.00015074600177597823,0.00010109503595847114,0.00012062365805301747
M99.54,0.0,0.0,0.0,0.0,225.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2273467786827341e-06,6.303813504102025e-06,0.0,0.0
M99.61,0.0,0.0,0.0,0.0,3180.0,1556.0,1366.0,673.0,0.0,0.0,0.0,0.0,1.7346501138715977e-05,4.715737409799399e-05,2.506731151193893e-05,4.730753022708669e-05
M99.62,0.0,0.0,0.0,0.0,176.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,9.600579246584944e-07,3.576201891750187e-06,0.0,0.0
M99.63,317.0,104.0,0.0,0.0,6209.0,2878.0,2981.0,1323.0,6.572480464493988e-05,7.478296760387462e-05,0.0,0.0,3.386931621707154e-05,8.722295800387321e-05,5.47039938631698e-05,9.299830979262361e-05
M99.64,0.0,0.0,0.0,0.0,282.0,262.0,106.0,98.0,0.0,0.0,0.0,0.0,1.5382746292823603e-06,7.940380471513128e-06,1.9451940119074133e-06,6.88876368834249e-06
M99.71,0.0,0.0,0.0,0.0,5516.0,2674.0,1659.0,872.0,0.0,0.0,0.0,0.0,3.008908813872872e-05,8.104037168254238e-05,3.04441213750415e-05,6.129593812484338e-05
M99.72,0.0,0.0,0.0,0.0,164.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,8.945994297954151e-07,3.939883440063766e-06,0.0,0.0
M99.73,478.0,174.0,0.0,0.0,11181.0,3717.0,3329.0,1341.0,9.910554138889989e-05,0.00012511765733725177,0.0,0.0,6.0990952588674e-05,0.00011265035959013089,6.109010250603566e-05,9.426359291905386e-05
M99.74,0.0,0.0,0.0,0.0,162.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,8.836896806515686e-07,4.333871784070142e-06,0.0,0.0
M99.80,0.0,0.0,0.0,0.0,692.0,411.0,183.0,115.0,0.0,0.0,0.0,0.0,3.774773203770898e-06,1.2456093029740059e-05,3.3582123035760063e-06,8.08375330774884e-06
M99.81,1562.0,648.0,973.0,401.0,40937.0,7732.0,12699.0,2788.0,0.0003238553465469909,0.00046595541353183415,0.00045509609403136564,0.0006126851806580941,0.00022330620035082262,0.00023433214429671565,0.00023303791280388907,0.00019597829758264144
M99.82,2070.0,814.0,1301.0,518.0,55909.0,9854.0,18706.0,4014.0,0.0004291809009937715,0.0005853205348995571,0.0006085097824612607,0.0007914486872341466,0.0003049765824416577,0.0002986431647568334,0.0003432716904409441,0.0002821581371939465
M99.83,2342.0,987.0,1452.0,612.0,55166.0,10361.0,19589.0,3956.0,0.00048557568605189024,0.0007097191252406178,0.0006791362060981941,0.000935070649782428,0.0003009236106347187,0.00031400871017308213,0.00035947552357787094,0.0002780811137865601
M99.84,1373.0,517.0,756.0,307.0,32668.0,6282.0,13399.0,2904.0,0.00028466926428234214,0.0003717576370307998,0.0003535998428445143,0.00046906321810981274,0.00017819984251558915,0.00019038729054215826,0.00024588353363723994,0.0002041323443974142
M99.85,1165.0,482.0,757.0,322.0,24353.0,5045.0,9900.0,2326.0,0.00024154384041436897,0.00034659029216411124,0.00035406756750436155,0.0004919816163887938,0.00013284256045004722,0.0001528977842701669,0.0001816737803573905,0.00016350269733759828
M99.86,509.0,255.0,202.0,101.0,7580.0,1735.0,3556.0,861.0,0.00010553288821537666,0.00018336208402873103,9.44803812891427e-05,0.0001543172150784726,4.134794925517834e-05,5.258229052700487e-05,6.525575383342228e-05,6.052270954758045e-05
M99.87,0.0,0.0,0.0,0.0,2636.0,753.0,1040.0,310.0,0.0,0.0,0.0,0.0,1.4379049371589722e-05,2.2821017156677043e-05,1.9084922380978395e-05,2.1790987177409915e-05
M99.88,341.0,223.0,0.0,0.0,7442.0,2425.0,3176.0,1015.0,7.070081509124448e-05,0.00016035194015061576,0.0,0.0,4.0595176564252924e-05,7.349397955503563e-05,5.828241680960325e-05,7.13479096292615e-05
M99.89,0.0,0.0,0.0,0.0,445.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4274191845058523e-06,6.243199912716428e-06,0.0,0.0
N02.8,0.0,0.0,0.0,0.0,869.0,129.0,234.0,46.0,0.0,0.0,0.0,0.0,4.740286003001316e-06,3.909576644370968e-06,4.294107535720139e-06,3.233501323099536e-06
N02.9,0.0,0.0,0.0,0.0,415.0,269.0,145.0,91.0,0.0,0.0,0.0,0.0,2.2637729473481543e-06,8.152528041362715e-06,2.660878601194103e-06,6.396709139175169e-06
N03.2,0.0,0.0,0.0,0.0,0.0,0.0,184.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.376563190480793e-06,1.476163647501962e-06
N03.8,0.0,0.0,0.0,0.0,0.0,0.0,104.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9084922380978395e-06,9.138155913107384e-07
N04.1,0.0,0.0,0.0,0.0,431.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3510509404989263e-06,3.7883494615997747e-06,0.0,0.0
N04.21,0.0,0.0,0.0,0.0,0.0,0.0,123.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257159089288791e-06,1.616750661549768e-06
N04.9,0.0,0.0,0.0,0.0,1763.0,355.0,425.0,115.0,0.0,0.0,0.0,0.0,9.616943870300712e-06,1.075891247094336e-05,7.79912693453444e-06,8.08375330774884e-06
N05.9,0.0,0.0,0.0,0.0,552.0,158.0,143.0,64.0,0.0,0.0,0.0,0.0,3.0110907637016413e-06,4.788473719462115e-06,2.6241768273845294e-06,4.498784449529789e-06
N08.,0.0,0.0,0.0,0.0,311.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6964659918681348e-06,3.4246679132861963e-06,0.0,0.0
N10.,0.0,0.0,0.0,0.0,8034.0,2895.0,2287.0,914.0,0.0,0.0,0.0,0.0,4.3824462310831496e-05,8.773817353065078e-05,4.1968478351247687e-05,6.42482654198473e-05
N11.1,0.0,0.0,0.0,0.0,286.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5600941275700533e-06,4.546019353919729e-06,0.0,0.0
N11.9,0.0,0.0,0.0,0.0,339.0,112.0,113.0,37.0,0.0,0.0,0.0,0.0,1.8492024798819862e-06,3.3943611175933978e-06,2.073650220240922e-06,2.6008597598844093e-06
N12.,0.0,0.0,0.0,0.0,1922.0,993.0,544.0,330.0,0.0,0.0,0.0,0.0,1.0484268927236511e-05,3.0094648122948607e-05,9.982882476204084e-06,2.3196857317887976e-05
N13.0,0.0,0.0,0.0,0.0,1451.0,595.0,423.0,183.0,0.0,0.0,0.0,0.0,7.915023003860655e-06,1.8032543437214926e-05,7.762425160724866e-06,1.2863711785374241e-05
N13.1,0.0,0.0,0.0,0.0,2361.0,707.0,705.0,251.0,0.0,0.0,0.0,0.0,1.2878958864310824e-05,2.1426904554808326e-05,1.2937375267874779e-05,1.764367026299964e-05
N13.2,0.0,0.0,0.0,0.0,8672.0,3404.0,2340.0,1015.0,0.0,0.0,0.0,0.0,4.730467228771854e-05,0.00010316433253828507,4.294107535720139e-05,7.13479096292615e-05
N13.30,0.0,0.0,0.0,0.0,11370.0,3886.0,3759.0,1423.0,0.0,0.0,0.0,0.0,6.20219238827675e-05,0.00011777220806221379,6.898098387509403e-05,0.0001000276604950139
N13.39,0.0,0.0,0.0,0.0,4740.0,1886.0,1715.0,694.0,0.0,0.0,0.0,0.0,2.5856105470916266e-05,5.7158616676617395e-05,3.147177104170957e-05,4.878369387458865e-05
N13.4,0.0,0.0,0.0,0.0,1355.0,784.0,341.0,210.0,0.0,0.0,0.0,0.0,7.391355044956022e-06,2.3760527823153785e-05,6.257652434532339e-06,1.476163647501962e-05
N13.5,0.0,0.0,0.0,0.0,1570.0,501.0,374.0,160.0,0.0,0.0,0.0,0.0,8.564153077919523e-06,1.5183704642091897e-05,6.8632317023903075e-06,1.1246961123824473e-05
N13.6,0.0,0.0,0.0,0.0,991.0,607.0,359.0,246.0,0.0,0.0,0.0,0.0,5.405780700775954e-06,1.8396224985528507e-05,6.587968398818504e-06,1.7292202727880127e-05
N13.8,157.0,111.0,0.0,0.0,38194.0,7348.0,15269.0,4940.0,3.2551401669575903e-05,7.981643657721234e-05,0.0,0.0,0.0002083434794000371,0.00022269433475068115,0.00028019969214919144,0.0003472499246980806
N13.9,0.0,0.0,0.0,0.0,6738.0,2100.0,2858.0,792.0,0.0,0.0,0.0,0.0,3.675494486561895e-05,6.364427095487621e-05,5.2446834773881014e-05,5.567245756293114e-05
N14.0,0.0,0.0,0.0,0.0,598.0,241.0,191.0,114.0,0.0,0.0,0.0,0.0,3.2620149940101113e-06,7.303937761964365e-06,3.5050193988143017e-06,8.013459800724938e-06
N14.1,0.0,0.0,0.0,0.0,139.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,7.582275654973335e-07,3.121599956358214e-06,0.0,0.0
N14.11,0.0,0.0,0.0,0.0,168.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,9.164189280831082e-07,4.1217242142205545e-06,0.0,0.0
N15.1,0.0,0.0,0.0,0.0,678.0,148.0,196.0,42.0,0.0,0.0,0.0,0.0,3.6984049597639724e-06,4.485405762534133e-06,3.596773833338236e-06,2.952327295003924e-06
N15.9,0.0,0.0,0.0,0.0,243.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,1.325534520977353e-06,3.6065086874429855e-06,0.0,0.0
N17.0,0.0,0.0,0.0,0.0,7666.0,2200.0,2662.0,826.0,0.0,0.0,0.0,0.0,4.181706846836373e-05,6.667495052415603e-05,4.8850060940542775e-05,5.8062436801743844e-05
N17.1,0.0,0.0,0.0,0.0,171.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32783551798878e-07,3.2125203434366086e-06,0.0,0.0
N17.8,0.0,0.0,0.0,0.0,15391.0,5986.0,4732.0,2195.0,0.0,0.0,0.0,0.0,8.395597453647094e-05,0.00018141647901709,8.68363968334517e-05,0.000154294247917467
N17.9,0.0,0.0,0.0,0.0,122920.0,26787.0,37852.0,10650.0,0.0,0.0,0.0,0.0,0.0006705131823808075,0.0008118281362229853,0.0006946177711199945,0.0007486258498045665
N18.1,0.0,0.0,0.0,0.0,9022.0,2345.0,2852.0,989.0,0.0,0.0,0.0,0.0,4.921387838789168e-05,7.106943589961177e-05,5.2336729452452294e-05,6.952027844664002e-05
N18.2,429.0,242.0,271.0,135.0,85447.0,20446.0,36798.0,12650.0,8.894618672769467e-05,0.0001740142130782467,0.00012675338281860235,0.0002062655845108297,0.00046610266754712704,0.0006196527447349519,0.000675275936322349,0.0008892128638523723
N18.3,0.0,0.0,0.0,0.0,75241.0,11200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041043021766607824,0.0003394361117593398,0.0,0.0
N18.30,628.0,314.0,310.0,148.0,106021.0,16960.0,44933.0,10572.0,0.00013020560667830361,0.00022578703680400608,0.00014499464455264475,0.00022612819635261331,0.0005783312569898763,0.0005140032549498574,0.0008245604012927907,0.0007431429562567021
N18.31,561.0,294.0,329.0,166.0,101029.0,18927.0,51661.0,13388.0,0.00011631424418236996,0.00021140569688018402,0.00015388141308974234,0.0002536302742873906,0.0005511005231268354,0.0005736167220775915,0.000948025168388197,0.0009410894720360128
N18.32,333.0,183.0,0.0,0.0,89959.0,11967.0,44383.0,8581.0,6.904214494247628e-05,0.00013158926030297169,0.0,0.0,0.0004907150616156448,0.000362681424055716,0.0008144674134951579,0.0006031885837721112
N18.4,277.0,147.0,0.0,0.0,89307.0,5615.0,33528.0,3550.0,5.743145390109889e-05,0.00010570284844009201,0.0,0.0,0.00048715848339475084,0.00017017265781506187,0.0006152685361436958,0.0002495419499348555
N18.5,0.0,0.0,0.0,0.0,34919.0,1785.0,11119.0,1002.0,0.0,0.0,0.0,0.0,0.00019047876517698842,5.409763031164478e-05,0.00020404351149432576,7.043409403795076e-05
N18.6,303.0,148.0,0.0,0.0,424762.0,2754.0,135368.0,1834.0,6.282213188459553e-05,0.00010642191543628311,0.0,0.0,0.002317023432919269,8.346491533796623e-05,0.0024841228585271956,0.000128918291881838
N18.9,857.0,426.0,431.0,200.0,160134.0,26738.0,54084.0,14639.0,0.0001776850396867933,0.0003063225403774095,0.00020158932839416091,0.00030557864371974773,0.0008735108847003598,0.0008103431032340381,0.0009924893673584957,0.0010290266493229155
N19.,0.0,0.0,0.0,0.0,6919.0,2220.0,1618.0,647.0,0.0,0.0,0.0,0.0,3.774227716313706e-05,6.728108643801199e-05,2.9691735011945236e-05,4.5479899044465213e-05
N20.0,565.0,344.0,241.0,156.0,168265.0,28006.0,46586.0,13907.0,0.00011714357925675405,0.00024735904668973915,0.00011272164302318511,0.0002383513421014032,0.0009178644698446678,0.0008487721201725063,0.0008548944173464033,0.0009775718021814185
N20.1,0.0,0.0,0.0,0.0,23376.0,6487.0,5303.0,1939.0,0.0,0.0,0.0,0.0,0.0001275131479932782,0.0001966001836591819,9.731475325608503e-05,0.00013629911011934782
N20.2,0.0,0.0,0.0,0.0,9901.0,3714.0,2344.0,1053.0,0.0,0.0,0.0,0.0,5.400871313661223e-05,0.0001125594392030525,4.3014478904820536e-05,7.401906289616981e-05
N20.9,0.0,0.0,0.0,0.0,2455.0,1144.0,652.0,344.0,0.0,0.0,0.0,0.0,1.339171707407161e-05,3.467097427256114e-05,1.196477826192107e-05,2.4180966416222617e-05
N21.0,0.0,0.0,0.0,0.0,8218.0,1950.0,2339.0,741.0,0.0,0.0,0.0,0.0,4.482815923206538e-05,5.909825160095648e-05,4.2922724470296606e-05,5.208748870471209e-05
N21.1,0.0,0.0,0.0,0.0,498.0,288.0,103.0,64.0,0.0,0.0,0.0,0.0,2.716527536817785e-06,8.72835715952588e-06,1.8901413511930527e-06,4.498784449529789e-06
N21.9,0.0,0.0,0.0,0.0,248.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3528088938369693e-06,3.6368154831357836e-06,0.0,0.0
N23.,0.0,0.0,0.0,0.0,4017.0,2511.0,782.0,494.0,0.0,0.0,0.0,0.0,2.1912231155415748e-05,7.610036398461627e-05,1.435039355954337e-05,3.472499246980806e-05
N25.0,0.0,0.0,0.0,0.0,14624.0,2516.0,4862.0,1487.0,0.0,0.0,0.0,0.0,7.97720857398058e-05,7.625189796308026e-05,8.9222012131074e-05,0.0001045264449445437
N25.81,0.0,0.0,0.0,0.0,71309.0,5006.0,22438.0,3254.0,0.0,0.0,0.0,0.0,0.00038898165084927594,0.00015171581923814777,0.0004117572003696089,0.0002287350718557802
N25.89,0.0,0.0,0.0,0.0,501.0,288.0,160.0,90.0,0.0,0.0,0.0,0.0,2.732892160533555e-06,8.72835715952588e-06,2.936141904765907e-06,6.326415632151266e-06
N25.9,0.0,0.0,0.0,0.0,351.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,1.914660974745065e-06,7.0614833964219795e-06,0.0,0.0
N26.1,0.0,0.0,0.0,0.0,1558.0,640.0,453.0,243.0,0.0,0.0,0.0,0.0,8.498694583056445e-06,1.9396349243390845e-05,8.312951767868475e-06,1.708132220680842e-05
N26.9,0.0,0.0,0.0,0.0,392.0,248.0,185.0,122.0,0.0,0.0,0.0,0.0,2.138310832193919e-06,7.516085331813952e-06,3.39491407738558e-06,8.57580785691616e-06
N28.0,0.0,0.0,0.0,0.0,1230.0,263.0,534.0,129.0,0.0,0.0,0.0,0.0,6.709495723465614e-06,7.970687267205926e-06,9.799373607156214e-06,9.067862406083481e-06
N28.1,0.0,0.0,0.0,0.0,53375.0,18512.0,15908.0,7651.0,0.0,0.0,0.0,0.0,0.0002911539302764042,0.0005610394018650802,0.0002919259088813503,0.0005378156222398816
N28.81,0.0,0.0,0.0,0.0,255.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.390993015840432e-06,5.4552232247036754e-06,0.0,0.0
N28.89,0.0,0.0,0.0,0.0,14282.0,5944.0,4424.0,2104.0,0.0,0.0,0.0,0.0,7.790651863620805e-05,0.00018014359359799247,8.118432366677733e-05,0.0001478975387782918
N28.9,0.0,0.0,0.0,0.0,16313.0,7147.0,4986.0,2432.0,0.0,0.0,0.0,0.0,8.898536889178419e-05,0.0002166026688164287,9.149752210726757e-05,0.000170953809082132
N29.,0.0,0.0,0.0,0.0,474.0,186.0,153.0,41.0,0.0,0.0,0.0,0.0,2.5856105470916266e-06,5.637063998860464e-06,2.8076856964323985e-06,2.8820337879800213e-06
N30.00,0.0,0.0,0.0,0.0,8972.0,5291.0,3120.0,2004.0,0.0,0.0,0.0,0.0,4.894113465929552e-05,0.00016035325601059525,5.7254767142935186e-05,0.00014086818807590153
N30.01,0.0,0.0,0.0,0.0,4772.0,3219.0,1693.0,1169.0,0.0,0.0,0.0,0.0,2.6030661457217812e-05,9.75575753351174e-05,3.1068051529804256e-05,8.217310971094256e-05
N30.10,0.0,0.0,0.0,0.0,5879.0,879.0,1301.0,416.0,0.0,0.0,0.0,0.0,3.206920760833686e-05,2.6639673413969614e-05,2.387450386312778e-05,2.924209892194363e-05
N30.11,0.0,0.0,0.0,0.0,1134.0,281.0,198.0,96.0,0.0,0.0,0.0,0.0,6.18582776456098e-06,8.516209589676294e-06,3.63347560714781e-06,6.7481766742946835e-06
N30.20,0.0,0.0,0.0,0.0,2551.0,1004.0,774.0,372.0,0.0,0.0,0.0,0.0,1.3915385032976244e-05,3.042802287556939e-05,1.4203586464305075e-05,2.61491846128919e-05
N30.21,0.0,0.0,0.0,0.0,572.0,304.0,169.0,89.0,0.0,0.0,0.0,0.0,3.1201882551401065e-06,9.213265890610652e-06,3.1012998869089892e-06,6.256122125127363e-06
N30.40,0.0,0.0,0.0,0.0,1141.0,387.0,426.0,170.0,0.0,0.0,0.0,0.0,6.2240118865644434e-06,1.1728729933112902e-05,7.817477821439228e-06,1.1949896194063503e-05
N30.41,0.0,0.0,0.0,0.0,1834.0,434.0,713.0,234.0,0.0,0.0,0.0,0.0,1.0004239964907265e-05,1.3153149330674417e-05,1.3084182363113073e-05,1.644868064359329e-05
N30.80,0.0,0.0,0.0,0.0,1647.0,979.0,428.0,303.0,0.0,0.0,0.0,0.0,8.984178419957615e-06,2.9670352983249433e-05,7.854179595248801e-06,2.1298932628242597e-05
N30.81,0.0,0.0,0.0,0.0,692.0,451.0,218.0,151.0,0.0,0.0,0.0,0.0,3.774773203770898e-06,1.3668364857451987e-05,4.000493345243548e-06,1.0614319560609347e-05
N30.90,0.0,0.0,0.0,0.0,3580.0,2276.0,1111.0,756.0,0.0,0.0,0.0,0.0,1.9528450967485282e-05,6.89782669968087e-05,2.038783535121827e-05,5.3141891310070636e-05
N30.91,0.0,0.0,0.0,0.0,1084.0,776.0,344.0,245.0,0.0,0.0,0.0,0.0,5.913084035964817e-06,2.35180734576114e-05,6.3127050952467e-06,1.7221909220856224e-05
N31.0,0.0,0.0,0.0,0.0,1185.0,449.0,264.0,84.0,0.0,0.0,0.0,0.0,6.4640263677290666e-06,1.3607751266066391e-05,4.844634142863746e-06,5.904654590007848e-06
N31.1,0.0,0.0,0.0,0.0,702.0,121.0,132.0,14.0,0.0,0.0,0.0,0.0,3.82932194949013e-06,3.6671222788285817e-06,2.422317071431873e-06,9.841090983346413e-07
N31.2,0.0,0.0,0.0,0.0,1637.0,466.0,500.0,201.0,0.0,0.0,0.0,0.0,8.929629674238381e-06,1.4122966792843959e-05,9.17544345239346e-06,1.4128994911804495e-05
N31.8,290.0,124.0,0.0,0.0,48629.0,2998.0,16711.0,1589.0,6.012679289284721e-05,8.916430752769667e-05,0.0,0.0,0.00026526509555805636,9.085977348700899e-05,0.0003066616710658942,0.0001116963826609818
N31.9,773.0,331.0,347.0,132.0,140111.0,5906.0,47280.0,3696.0,0.00016026900312472722,0.0002380111757392548,0.00016230045696699266,0.00020168190485503348,0.0007642879311467403,0.00017899193536166614,0.0008676299328583255,0.00025980480196034533
N32.0,0.0,0.0,0.0,0.0,6770.0,2607.0,1540.0,753.0,0.0,0.0,0.0,0.0,3.692950085192049e-05,7.900981637112489e-05,2.8260365833371856e-05,5.2931010788998925e-05
N32.1,0.0,0.0,0.0,0.0,1251.0,196.0,334.0,90.0,0.0,0.0,0.0,0.0,6.8240480894760025e-06,5.940131955788446e-06,6.129196226198831e-06,6.326415632151266e-06
N32.3,0.0,0.0,0.0,0.0,2500.0,1046.0,736.0,392.0,0.0,0.0,0.0,0.0,1.3637186429808157e-05,3.1700908294666915e-05,1.3506252761923172e-05,2.755505475336996e-05
N32.81,524.0,196.0,0.0,0.0,85454.0,18244.0,33197.0,10425.0,0.00010864289474431703,0.00014093713125345602,0.0,0.0,0.00046614085166913054,0.0005529171806194103,0.0006091943925782113,0.0007328098107241883
N32.89,0.0,0.0,0.0,0.0,14237.0,7187.0,4756.0,2501.0,0.0,0.0,0.0,0.0,7.76610492804715e-05,0.00021781494064414063,8.727681811916659e-05,0.0001758040610667813
N32.9,0.0,0.0,0.0,0.0,3922.0,1998.0,1034.0,557.0,0.0,0.0,0.0,0.0,2.1394018071083037e-05,6.05529777942108e-05,1.8974817059549675e-05,3.9153483412313945e-05
N33.,0.0,0.0,0.0,0.0,1509.0,648.0,414.0,186.0,0.0,0.0,0.0,0.0,8.231405729032204e-06,1.963880360893323e-05,7.597267178581784e-06,1.307459230644595e-05
N34.1,0.0,0.0,0.0,0.0,2034.0,1411.0,400.0,300.0,0.0,0.0,0.0,0.0,1.1095214879291918e-05,4.276288872253826e-05,7.340354761914767e-06,2.1088052107170885e-05
N34.2,0.0,0.0,0.0,0.0,1252.0,866.0,312.0,190.0,0.0,0.0,0.0,0.0,6.829502964047926e-06,2.624568506996324e-05,5.725476714293519e-06,1.3355766334541562e-05
N34.3,0.0,0.0,0.0,0.0,476.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5965202962354734e-06,6.7887222351867955e-06,0.0,0.0
N35.8,0.0,0.0,0.0,0.0,1087.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,5.929448659680587e-06,1.2516706621125655e-05,0.0,0.0
N35.811,0.0,0.0,0.0,0.0,818.0,397.0,259.0,148.0,0.0,0.0,0.0,0.0,4.4620873998332294e-06,1.2031797890040883e-05,4.752879708339812e-06,1.0403439039537637e-05
N35.812,0.0,0.0,0.0,0.0,1495.0,554.0,512.0,229.0,0.0,0.0,0.0,0.0,8.155037485025279e-06,1.67899648138102e-05,9.395654095250903e-06,1.6097213108473778e-05
N35.813,0.0,0.0,0.0,0.0,387.0,205.0,116.0,68.0,0.0,0.0,0.0,0.0,2.1110364593343027e-06,6.21289311702363e-06,2.1287028809552824e-06,4.779958477625401e-06
N35.814,0.0,0.0,0.0,0.0,641.0,328.0,181.0,97.0,0.0,0.0,0.0,0.0,3.4965746006028116e-06,9.940628987237809e-06,3.321510529766432e-06,6.818470181318587e-06
N35.819,0.0,0.0,0.0,0.0,1935.0,796.0,616.0,328.0,0.0,0.0,0.0,0.0,1.0555182296671514e-05,2.4124209371467363e-05,1.1304146333348742e-05,2.305627030384017e-05
N35.9,0.0,0.0,0.0,0.0,2069.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1286135489309232e-05,2.1487518146193922e-05,0.0,0.0
N35.911,0.0,0.0,0.0,0.0,949.0,445.0,331.0,174.0,0.0,0.0,0.0,0.0,5.1766759687551764e-06,1.3486524083295197e-05,6.07414356548447e-06,1.2231070222159114e-05
N35.912,0.0,0.0,0.0,0.0,1973.0,730.0,681.0,302.0,0.0,0.0,0.0,0.0,1.0762467530404598e-05,2.2123960855742683e-05,1.2496953982159892e-05,2.1228639121218694e-05
