ICD10Code,trad_icd_count,BFA_icd_count,trad_%,BFA_%
S93.409D,1,0,4.1308785787022006e-12,0.0
T50.995A,0,1,0.0,9.150679611969598e-12
V49.88XA,1,0,4.1308785787022006e-12,0.0
Z63.4,41,6,1.693660217267902e-10,5.4904077671817586e-11
Z71.7,1,0,4.1308785787022006e-12,0.0
Z91.19,3,0,1.2392635736106602e-11,0.0
S19.80XA,0,3,0.0,2.7452038835908793e-11
S32.810S,0,1,0.0,9.150679611969598e-12
S42.201A,3,2,1.2392635736106602e-11,1.8301359223939195e-11
S42.291S,0,1,0.0,9.150679611969598e-12
S46.002A,11,5,4.54396643657242e-11,4.5753398059847985e-11
S46.002D,9,3,3.7177907208319803e-11,2.7452038835908793e-11
S46.011D,16,22,6.609405725923521e-11,2.0131495146333113e-10
S46.919A,2,20,8.261757157404401e-12,1.8301359223939194e-10
S53.409A,0,1,0.0,9.150679611969598e-12
S61.112A,1,1,4.1308785787022006e-12,9.150679611969598e-12
S62.326A,1,1,4.1308785787022006e-12,9.150679611969598e-12
S63.637A,1,0,4.1308785787022006e-12,0.0
S63.697D,1,0,4.1308785787022006e-12,0.0
S74.90XA,0,1,0.0,9.150679611969598e-12
S20.219A,1,0,4.1308785787022006e-12,0.0
S22.009D,2,0,8.261757157404401e-12,0.0
S42.022A,1,1,4.1308785787022006e-12,9.150679611969598e-12
C10.9,3,5,1.2392635736106602e-11,4.5753398059847985e-11
C34.31,10,7,4.1308785787022e-11,6.405475728378719e-11
C77.5,6,0,2.4785271472213203e-11,0.0
D25.9,21,7,8.674845015274621e-11,6.405475728378719e-11
F51.8,1,0,4.1308785787022006e-12,0.0
G21.9,5,4,2.0654392893511e-11,3.660271844787839e-11
H47.012,0,1,0.0,9.150679611969598e-12
H60.8X3,0,1,0.0,9.150679611969598e-12
H60.92,0,2,0.0,1.8301359223939195e-11
I69.320,18,2,7.435581441663961e-11,1.8301359223939195e-11
L97.329,2,0,8.261757157404401e-12,0.0
N30.01,7,0,2.8916150050915402e-11,0.0
S06.2X3S,2,6,8.261757157404401e-12,5.4904077671817586e-11
S06.301D,2,1,8.261757157404401e-12,9.150679611969598e-12
E79.0,1,2,4.1308785787022006e-12,1.8301359223939195e-11
E83.52,2,6,8.261757157404401e-12,5.4904077671817586e-11
F13.10,3,3,1.2392635736106602e-11,2.7452038835908793e-11
F15.29,5,2,2.0654392893511e-11,1.8301359223939195e-11
F17.203,56,117,2.3132920040732322e-10,1.0706295146004429e-09
D46.C,0,1,0.0,9.150679611969598e-12
D57.3,1,0,4.1308785787022006e-12,0.0
D68.69,0,1,0.0,9.150679611969598e-12
D70.8,1,2,4.1308785787022006e-12,1.8301359223939195e-11
E52.,1,0,4.1308785787022006e-12,0.0
F06.8,13,5,5.3701421523128606e-11,4.5753398059847985e-11
F10.221,3,0,1.2392635736106602e-11,0.0
F15.251,6,0,2.4785271472213203e-11,0.0
F15.94,5,2,2.0654392893511e-11,1.8301359223939195e-11
F17.293,9,0,3.7177907208319803e-11,0.0
F19.239,1,0,4.1308785787022006e-12,0.0
F25.8,2,2,8.261757157404401e-12,1.8301359223939195e-11
F19.20,17,23,7.02249358379374e-11,2.1046563107530072e-10
F32.4,5,4,2.0654392893511e-11,3.660271844787839e-11
C22.8,1,2,4.1308785787022006e-12,1.8301359223939195e-11
D25.1,2,0,8.261757157404401e-12,0.0
F11.99,13,6,5.3701421523128606e-11,5.4904077671817586e-11
F12.99,23,0,9.501020731015061e-11,0.0
F31.30,15,8,6.1963178680533e-11,7.320543689575678e-11
F31.71,1,7,4.1308785787022006e-12,6.405475728378719e-11
F31.76,6,0,2.4785271472213203e-11,0.0
G25.9,5,9,2.0654392893511e-11,8.235611650772638e-11
G30.1,29,4,1.1979547878236381e-10,3.660271844787839e-11
S22.070D,4,3,1.6523514314808802e-11,2.7452038835908793e-11
S22.39XD,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S22.42XA,10,7,4.1308785787022e-11,6.405475728378719e-11
S32.048S,0,1,0.0,9.150679611969598e-12
S46.099S,5,1,2.0654392893511e-11,9.150679611969598e-12
T75.4XXA,7,0,2.8916150050915402e-11,0.0
T88.7XXS,0,1,0.0,9.150679611969598e-12
Z81.2,11,2,4.54396643657242e-11,1.8301359223939195e-11
Z98.61,0,2,0.0,1.8301359223939195e-11
F15.188,0,1,0.0,9.150679611969598e-12
F15.23,3,3,1.2392635736106602e-11,2.7452038835908793e-11
F60.89,5,3,2.0654392893511e-11,2.7452038835908793e-11
A04.9,1,0,4.1308785787022006e-12,0.0
D47.1,2,1,8.261757157404401e-12,9.150679611969598e-12
G71.11,17,6,7.02249358379374e-11,5.4904077671817586e-11
Z90.5,0,1,0.0,9.150679611969598e-12
Z96.642,25,27,1.03271964467555e-10,2.4706834952317913e-10
C15.9,4,5,1.6523514314808802e-11,4.5753398059847985e-11
D05.10,5,0,2.0654392893511e-11,0.0
D09.3,2,1,8.261757157404401e-12,9.150679611969598e-12
D49.2,1,1,4.1308785787022006e-12,9.150679611969598e-12
E10.42,3,0,1.2392635736106602e-11,0.0
E10.610,2,1,8.261757157404401e-12,9.150679611969598e-12
E16.1,0,4,0.0,3.660271844787839e-11
F10.988,11,3,4.54396643657242e-11,2.7452038835908793e-11
S76.319D,8,1,3.3047028629617605e-11,9.150679611969598e-12
Z11.51,3,8,1.2392635736106602e-11,7.320543689575678e-11
Z12.31,1,2,4.1308785787022006e-12,1.8301359223939195e-11
Z71.1,6,29,2.4785271472213203e-11,2.653697087471183e-10
C34.90,30,13,1.23926357361066e-10,1.1895883495560475e-10
C44.319,2,2,8.261757157404401e-12,1.8301359223939195e-11
D12.6,1,1,4.1308785787022006e-12,9.150679611969598e-12
D37.5,0,1,0.0,9.150679611969598e-12
E08.22,0,1,0.0,9.150679611969598e-12
E11.49,69,37,2.850306219304518e-10,3.3857514564287507e-10
F14.29,4,0,1.6523514314808802e-11,0.0
F34.0,4,1,1.6523514314808802e-11,9.150679611969598e-12
F52.6,0,4,0.0,3.660271844787839e-11
F98.9,1,0,4.1308785787022006e-12,0.0
G10.,28,6,1.1566460020366161e-10,5.4904077671817586e-11
G31.85,2,1,8.261757157404401e-12,9.150679611969598e-12
A05.9,1,0,4.1308785787022006e-12,0.0
A20.9,0,1,0.0,9.150679611969598e-12
C08.0,0,1,0.0,9.150679611969598e-12
C18.0,0,2,0.0,1.8301359223939195e-11
C41.2,0,1,0.0,9.150679611969598e-12
C71.9,13,2,5.3701421523128606e-11,1.8301359223939195e-11
C73.,5,5,2.0654392893511e-11,4.5753398059847985e-11
C77.8,5,1,2.0654392893511e-11,9.150679611969598e-12
C78.7,3,1,1.2392635736106602e-11,9.150679611969598e-12
C81.18,1,1,4.1308785787022006e-12,9.150679611969598e-12
C81.91,1,0,4.1308785787022006e-12,0.0
C82.95,0,1,0.0,9.150679611969598e-12
C85.13,0,1,0.0,9.150679611969598e-12
C91.11,16,5,6.609405725923521e-11,4.5753398059847985e-11
C91.40,0,2,0.0,1.8301359223939195e-11
C91.42,0,1,0.0,9.150679611969598e-12
C92.Z0,1,0,4.1308785787022006e-12,0.0
C95.10,0,2,0.0,1.8301359223939195e-11
D05.12,3,7,1.2392635736106602e-11,6.405475728378719e-11
G47.31,4,1,1.6523514314808802e-11,9.150679611969598e-12
I47.20,0,2,0.0,1.8301359223939195e-11
M13.829,0,3,0.0,2.7452038835908793e-11
M19.212,29,20,1.1979547878236381e-10,1.8301359223939194e-10
M26.613,1,0,4.1308785787022006e-12,0.0
M24.419,1,5,4.1308785787022006e-12,4.5753398059847985e-11
R13.11,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S24.101S,2,0,8.261757157404401e-12,0.0
S91.102A,0,1,0.0,9.150679611969598e-12
S76.312D,6,0,2.4785271472213203e-11,0.0
G46.7,7,0,2.8916150050915402e-11,0.0
F15.19,1,2,4.1308785787022006e-12,1.8301359223939195e-11
M19.139,0,1,0.0,9.150679611969598e-12
H81.391,4,0,1.6523514314808802e-11,0.0
Z48.815,13,4,5.3701421523128606e-11,3.660271844787839e-11
I82.401,1,3,4.1308785787022006e-12,2.7452038835908793e-11
S13.8XXD,0,2,0.0,1.8301359223939195e-11
K92.2,3,11,1.2392635736106602e-11,1.0065747573166556e-10
E04.2,2,3,8.261757157404401e-12,2.7452038835908793e-11
C85.90,18,1,7.435581441663961e-11,9.150679611969598e-12
Z29.9,0,1,0.0,9.150679611969598e-12
E66.89,14,15,5.7832300101830805e-11,1.3726019417954397e-10
F50.9,11,3,4.54396643657242e-11,2.7452038835908793e-11
F51.04,112,2,4.6265840081464644e-10,1.8301359223939195e-11
H25.10,0,3,0.0,2.7452038835908793e-11
I50.33,2,4,8.261757157404401e-12,3.660271844787839e-11
S78.112D,1,1,4.1308785787022006e-12,9.150679611969598e-12
C44.92,2,2,8.261757157404401e-12,1.8301359223939195e-11
I82.4Z9,3,0,1.2392635736106602e-11,0.0
M86.69,0,1,0.0,9.150679611969598e-12
R10.819,5,2,2.0654392893511e-11,1.8301359223939195e-11
R22.33,1,0,4.1308785787022006e-12,0.0
S00.83XD,0,1,0.0,9.150679611969598e-12
S90.931A,0,1,0.0,9.150679611969598e-12
S91.301A,2,1,8.261757157404401e-12,9.150679611969598e-12
S93.692S,1,0,4.1308785787022006e-12,0.0
T25.229S,1,0,4.1308785787022006e-12,0.0
T79.A0XS,2,1,8.261757157404401e-12,9.150679611969598e-12
G32.81,17,0,7.02249358379374e-11,0.0
H81.02,46,1,1.9002041462030122e-10,9.150679611969598e-12
I69.154,11,9,4.54396643657242e-11,8.235611650772638e-11
I73.81,7,3,2.8916150050915402e-11,2.7452038835908793e-11
L23.9,2,3,8.261757157404401e-12,2.7452038835908793e-11
M65.352,9,0,3.7177907208319803e-11,0.0
N95.0,4,2,1.6523514314808802e-11,1.8301359223939195e-11
N95.8,51,9,2.106748075138122e-10,8.235611650772638e-11
S81.802A,7,5,2.8916150050915402e-11,4.5753398059847985e-11
D37.6,1,0,4.1308785787022006e-12,0.0
W08.XXXA,0,1,0.0,9.150679611969598e-12
Z13.5,1,1,4.1308785787022006e-12,9.150679611969598e-12
Z28.04,0,1,0.0,9.150679611969598e-12
Z30.42,1,0,4.1308785787022006e-12,0.0
Z30.9,1,1,4.1308785787022006e-12,9.150679611969598e-12
Z85.44,0,7,0.0,6.405475728378719e-11
Z86.711,5,12,2.0654392893511e-11,1.0980815534363517e-10
Z89.222,1,1,4.1308785787022006e-12,9.150679611969598e-12
Z96.643,2,6,8.261757157404401e-12,5.4904077671817586e-11
F40.00,18,0,7.435581441663961e-11,0.0
F40.9,5,1,2.0654392893511e-11,9.150679611969598e-12
F40.243,1,0,4.1308785787022006e-12,0.0
F50.00,2,0,8.261757157404401e-12,0.0
G30.9,12,25,4.9570542944426407e-11,2.2876699029923994e-10
L74.519,3,0,1.2392635736106602e-11,0.0
M06.1,16,0,6.609405725923521e-11,0.0
M06.80,28,10,1.1566460020366161e-10,9.150679611969597e-11
M99.09,20,4,8.2617571574044e-11,3.660271844787839e-11
R33.9,18,3,7.435581441663961e-11,2.7452038835908793e-11
R93.3,4,1,1.6523514314808802e-11,9.150679611969598e-12
S04.52XD,2,0,8.261757157404401e-12,0.0
L97.829,0,1,0.0,9.150679611969598e-12
L99.,13,0,5.3701421523128606e-11,0.0
M02.379,3,0,1.2392635736106602e-11,0.0
M10.00,0,5,0.0,4.5753398059847985e-11
M10.09,1,9,4.1308785787022006e-12,8.235611650772638e-11
M13.821,0,7,0.0,6.405475728378719e-11
M62.541,23,0,9.501020731015061e-11,0.0
G72.0,0,10,0.0,9.150679611969597e-11
G81.01,46,0,1.9002041462030122e-10,0.0
L81.9,1,1,4.1308785787022006e-12,9.150679611969598e-12
M13.822,2,2,8.261757157404401e-12,1.8301359223939195e-11
M60.89,5,1,2.0654392893511e-11,9.150679611969598e-12
M79.89,21,2,8.674845015274621e-11,1.8301359223939195e-11
M87.051,1,0,4.1308785787022006e-12,0.0
N15.9,1,0,4.1308785787022006e-12,0.0
S04.32XS,3,0,1.2392635736106602e-11,0.0
G44.011,9,6,3.7177907208319803e-11,5.4904077671817586e-11
G56.31,4,2,1.6523514314808802e-11,1.8301359223939195e-11
G56.92,20,3,8.2617571574044e-11,2.7452038835908793e-11
H15.9,0,1,0.0,9.150679611969598e-12
H54.50,6,0,2.4785271472213203e-11,0.0
H60.511,1,0,4.1308785787022006e-12,0.0
H70.92,0,5,0.0,4.5753398059847985e-11
H71.22,0,1,0.0,9.150679611969598e-12
H81.319,5,1,2.0654392893511e-11,9.150679611969598e-12
H92.10,0,1,0.0,9.150679611969598e-12
I25.111,1,1,4.1308785787022006e-12,9.150679611969598e-12
I35.2,0,1,0.0,9.150679611969598e-12
I38.,0,1,0.0,9.150679611969598e-12
I45.10,0,3,0.0,2.7452038835908793e-11
I45.6,3,1,1.2392635736106602e-11,9.150679611969598e-12
J03.91,0,1,0.0,9.150679611969598e-12
J18.8,2,3,8.261757157404401e-12,2.7452038835908793e-11
J34.3,2,3,8.261757157404401e-12,2.7452038835908793e-11
K05.30,0,1,0.0,9.150679611969598e-12
K57.20,0,1,0.0,9.150679611969598e-12
K70.10,2,1,8.261757157404401e-12,9.150679611969598e-12
L02.413,0,1,0.0,9.150679611969598e-12
L05.01,1,1,4.1308785787022006e-12,9.150679611969598e-12
L23.7,5,3,2.0654392893511e-11,2.7452038835908793e-11
L63.9,0,1,0.0,9.150679611969598e-12
L91.8,2,2,8.261757157404401e-12,1.8301359223939195e-11
M48.16,19,0,7.848669299534181e-11,0.0
L27.9,2,0,8.261757157404401e-12,0.0
M62.561,1,0,4.1308785787022006e-12,0.0
M48.27,1,0,4.1308785787022006e-12,0.0
R39.81,26,1,1.0740284304625721e-10,9.150679611969598e-12
S32.059A,1,0,4.1308785787022006e-12,0.0
S23.3XXD,9,0,3.7177907208319803e-11,0.0
S13.0XXS,22,1,9.08793287314484e-11,9.150679611969598e-12
S32.9XXA,5,0,2.0654392893511e-11,0.0
S32.030S,8,4,3.3047028629617605e-11,3.660271844787839e-11
S14.104S,10,1,4.1308785787022e-11,9.150679611969598e-12
S46.092S,10,3,4.1308785787022e-11,2.7452038835908793e-11
S63.509A,1,0,4.1308785787022006e-12,0.0
S46.202S,1,0,4.1308785787022006e-12,0.0
S73.192S,3,0,1.2392635736106602e-11,0.0
S73.101S,1,1,4.1308785787022006e-12,9.150679611969598e-12
S73.102S,2,0,8.261757157404401e-12,0.0
S93.409S,2,2,8.261757157404401e-12,1.8301359223939195e-11
S93.412A,6,1,2.4785271472213203e-11,9.150679611969598e-12
S92.102A,2,0,8.261757157404401e-12,0.0
S92.352G,1,0,4.1308785787022006e-12,0.0
Z96.662,14,6,5.7832300101830805e-11,5.4904077671817586e-11
F14.99,4,1,1.6523514314808802e-11,9.150679611969598e-12
M19.112,44,13,1.817586574628968e-10,1.1895883495560475e-10
M19.122,0,2,0.0,1.8301359223939195e-11
M21.6X9,9,3,3.7177907208319803e-11,2.7452038835908793e-11
M24.232,0,2,0.0,1.8301359223939195e-11
M87.09,0,2,0.0,1.8301359223939195e-11
M99.13,9,0,3.7177907208319803e-11,0.0
G43.401,6,3,2.4785271472213203e-11,2.7452038835908793e-11
G43.A0,29,2,1.1979547878236381e-10,1.8301359223939195e-11
G43.A1,23,3,9.501020731015061e-11,2.7452038835908793e-11
H40.10X0,4,0,1.6523514314808802e-11,0.0
H40.1234,2,0,8.261757157404401e-12,0.0
H54.7,4,1,1.6523514314808802e-11,9.150679611969598e-12
I25.83,10,4,4.1308785787022e-11,3.660271844787839e-11
I65.29,5,3,2.0654392893511e-11,2.7452038835908793e-11
I69.059,4,0,1.6523514314808802e-11,0.0
I97.2,2,1,8.261757157404401e-12,9.150679611969598e-12
R53.2,31,4,1.280572359397682e-10,3.660271844787839e-11
R56.1,3,0,1.2392635736106602e-11,0.0
S06.6X1S,0,5,0.0,4.5753398059847985e-11
G40.009,1,5,4.1308785787022006e-12,4.5753398059847985e-11
M94.269,2,1,8.261757157404401e-12,9.150679611969598e-12
N17.8,2,1,8.261757157404401e-12,9.150679611969598e-12
N25.0,1,0,4.1308785787022006e-12,0.0
Q40.1,0,1,0.0,9.150679611969598e-12
Q66.52,8,10,3.3047028629617605e-11,9.150679611969597e-11
R05.,19,0,7.848669299534181e-11,0.0
R22.43,9,0,3.7177907208319803e-11,0.0
R27.0,10,5,4.1308785787022e-11,4.5753398059847985e-11
R36.1,1,1,4.1308785787022006e-12,9.150679611969598e-12
S00.93XA,0,1,0.0,9.150679611969598e-12
S06.2X1S,37,24,1.528425074119814e-10,2.1961631068727034e-10
G47.25,0,1,0.0,9.150679611969598e-12
G57.52,7,0,2.8916150050915402e-11,0.0
G57.71,2,2,8.261757157404401e-12,1.8301359223939195e-11
G99.8,10,0,4.1308785787022e-11,0.0
H04.202,4,0,1.6523514314808802e-11,0.0
H30.131,1,0,4.1308785787022006e-12,0.0
M21.42,24,3,9.914108588885281e-11,2.7452038835908793e-11
M67.919,11,0,4.54396643657242e-11,0.0
E87.1,10,6,4.1308785787022e-11,5.4904077671817586e-11
K31.9,11,2,4.54396643657242e-11,1.8301359223939195e-11
K50.111,13,1,5.3701421523128606e-11,9.150679611969598e-12
K51.811,4,2,1.6523514314808802e-11,1.8301359223939195e-11
K51.914,6,0,2.4785271472213203e-11,0.0
K52.89,1,3,4.1308785787022006e-12,2.7452038835908793e-11
K57.00,6,2,2.4785271472213203e-11,1.8301359223939195e-11
K61.0,3,0,1.2392635736106602e-11,0.0
K70.31,27,8,1.115337216249594e-10,7.320543689575678e-11
K75.81,10,8,4.1308785787022e-11,7.320543689575678e-11
M43.00,15,9,6.1963178680533e-11,8.235611650772638e-11
M46.57,2,0,8.261757157404401e-12,0.0
M46.87,2,0,8.261757157404401e-12,0.0
M80.852D,0,2,0.0,1.8301359223939195e-11
M99.80,11,0,4.54396643657242e-11,0.0
N94.89,13,1,5.3701421523128606e-11,9.150679611969598e-12
R04.0,3,11,1.2392635736106602e-11,1.0065747573166556e-10
R45.1,8,1,3.3047028629617605e-11,9.150679611969598e-12
H35.30,12,6,4.9570542944426407e-11,5.4904077671817586e-11
L50.1,12,3,4.9570542944426407e-11,2.7452038835908793e-11
H40.219,0,1,0.0,9.150679611969598e-12
H60.532,1,0,4.1308785787022006e-12,0.0
H61.102,1,0,4.1308785787022006e-12,0.0
H61.199,0,1,0.0,9.150679611969598e-12
H93.242,1,0,4.1308785787022006e-12,0.0
H93.91,2,0,8.261757157404401e-12,0.0
I33.9,2,0,8.261757157404401e-12,0.0
I65.23,3,4,1.2392635736106602e-11,3.660271844787839e-11
I69.344,0,1,0.0,9.150679611969598e-12
I82.5Y9,0,1,0.0,9.150679611969598e-12
I88.8,1,0,4.1308785787022006e-12,0.0
I95.3,1,0,4.1308785787022006e-12,0.0
J03.00,1,0,4.1308785787022006e-12,0.0
J38.01,1,0,4.1308785787022006e-12,0.0
K13.79,2,4,8.261757157404401e-12,3.660271844787839e-11
K50.911,3,0,1.2392635736106602e-11,0.0
K52.81,1,0,4.1308785787022006e-12,0.0
K57.12,1,0,4.1308785787022006e-12,0.0
L21.8,4,1,1.6523514314808802e-11,9.150679611969598e-12
L59.8,1,0,4.1308785787022006e-12,0.0
L70.0,2,2,8.261757157404401e-12,1.8301359223939195e-11
L71.8,1,1,4.1308785787022006e-12,9.150679611969598e-12
L81.4,1,0,4.1308785787022006e-12,0.0
L89.153,0,3,0.0,2.7452038835908793e-11
M05.661,1,0,4.1308785787022006e-12,0.0
M05.70,0,1,0.0,9.150679611969598e-12
M06.849,4,1,1.6523514314808802e-11,9.150679611969598e-12
M08.032,1,0,4.1308785787022006e-12,0.0
M08.869,1,0,4.1308785787022006e-12,0.0
M19.219,7,6,2.8916150050915402e-11,5.4904077671817586e-11
M24.219,1,0,4.1308785787022006e-12,0.0
M24.531,18,0,7.435581441663961e-11,0.0
M25.119,0,1,0.0,9.150679611969598e-12
M25.811,11,12,4.54396643657242e-11,1.0980815534363517e-10
M41.22,1,6,4.1308785787022006e-12,5.4904077671817586e-11
M48.57XS,2,0,8.261757157404401e-12,0.0
M49.88,9,1,3.7177907208319803e-11,9.150679611969598e-12
M51.04,24,6,9.914108588885281e-11,5.4904077671817586e-11
M65.351,5,3,2.0654392893511e-11,2.7452038835908793e-11
M96.0,2,1,8.261757157404401e-12,9.150679611969598e-12
N20.2,3,5,1.2392635736106602e-11,4.5753398059847985e-11
N23.,4,22,1.6523514314808802e-11,2.0131495146333113e-10
N30.20,2,0,8.261757157404401e-12,0.0
N47.1,2,1,8.261757157404401e-12,9.150679611969598e-12
N64.9,2,2,8.261757157404401e-12,1.8301359223939195e-11
N89.8,1,1,4.1308785787022006e-12,9.150679611969598e-12
G43.509,7,2,2.8916150050915402e-11,1.8301359223939195e-11
M63.831,5,1,2.0654392893511e-11,9.150679611969598e-12
M32.10,13,4,5.3701421523128606e-11,3.660271844787839e-11
M41.82,3,2,1.2392635736106602e-11,1.8301359223939195e-11
S06.0X9A,7,1,2.8916150050915402e-11,9.150679611969598e-12
S06.2X1A,6,5,2.4785271472213203e-11,4.5753398059847985e-11
S06.2X9A,2,4,8.261757157404401e-12,3.660271844787839e-11
S14.105D,6,1,2.4785271472213203e-11,9.150679611969598e-12
S22.059S,2,0,8.261757157404401e-12,0.0
S43.395A,1,0,4.1308785787022006e-12,0.0
S46.812S,5,0,2.0654392893511e-11,0.0
S46.911A,12,0,4.9570542944426407e-11,0.0
S49.91XD,4,0,1.6523514314808802e-11,0.0
S55.001D,1,0,4.1308785787022006e-12,0.0
S72.112A,0,2,0.0,1.8301359223939195e-11
S76.001D,1,0,4.1308785787022006e-12,0.0
A69.22,7,0,2.8916150050915402e-11,0.0
B02.39,4,6,1.6523514314808802e-11,5.4904077671817586e-11
C91.90,25,4,1.03271964467555e-10,3.660271844787839e-11
R87.612,7,2,2.8916150050915402e-11,1.8301359223939195e-11
S22.32XG,0,1,0.0,9.150679611969598e-12
S42.352S,1,0,4.1308785787022006e-12,0.0
S76.012D,14,1,5.7832300101830805e-11,9.150679611969598e-12
S76.019A,1,0,4.1308785787022006e-12,0.0
S76.212S,1,0,4.1308785787022006e-12,0.0
S76.812S,1,0,4.1308785787022006e-12,0.0
C44.01,0,1,0.0,9.150679611969598e-12
E10.69,1,0,4.1308785787022006e-12,0.0
N92.5,13,0,5.3701421523128606e-11,0.0
N76.1,1,0,4.1308785787022006e-12,0.0
Q98.0,1,0,4.1308785787022006e-12,0.0
R09.82,1,3,4.1308785787022006e-12,2.7452038835908793e-11
R23.3,0,1,0.0,9.150679611969598e-12
R41.0,0,1,0.0,9.150679611969598e-12
R44.1,2,1,8.261757157404401e-12,9.150679611969598e-12
R46.81,3,1,1.2392635736106602e-11,9.150679611969598e-12
S12.64XS,1,0,4.1308785787022006e-12,0.0
S12.9XXS,3,0,1.2392635736106602e-11,0.0
H81.312,1,2,4.1308785787022006e-12,1.8301359223939195e-11
K65.4,0,1,0.0,9.150679611969598e-12
L02.213,0,1,0.0,9.150679611969598e-12
L60.9,0,2,0.0,1.8301359223939195e-11
M14.69,0,1,0.0,9.150679611969598e-12
M19.032,22,21,9.08793287314484e-11,1.9216427185136153e-10
N03.8,0,1,0.0,9.150679611969598e-12
N62.,4,11,1.6523514314808802e-11,1.0065747573166556e-10
Q87.43,0,1,0.0,9.150679611969598e-12
S14.154A,1,0,4.1308785787022006e-12,0.0
S32.001S,0,4,0.0,3.660271844787839e-11
S43.431A,16,2,6.609405725923521e-11,1.8301359223939195e-11
S43.431D,9,1,3.7177907208319803e-11,9.150679611969598e-12
S22.001A,0,1,0.0,9.150679611969598e-12
S32.442A,1,0,4.1308785787022006e-12,0.0
S33.9XXA,6,2,2.4785271472213203e-11,1.8301359223939195e-11
S40.862A,0,2,0.0,1.8301359223939195e-11
S42.032A,0,3,0.0,2.7452038835908793e-11
S42.222A,0,1,0.0,9.150679611969598e-12
S43.002S,0,1,0.0,9.150679611969598e-12
S43.421S,12,2,4.9570542944426407e-11,1.8301359223939195e-11
S44.01XA,0,2,0.0,1.8301359223939195e-11
S46.019D,0,3,0.0,2.7452038835908793e-11
S46.302S,0,1,0.0,9.150679611969598e-12
S54.21XD,3,1,1.2392635736106602e-11,9.150679611969598e-12
S55.911S,0,6,0.0,5.4904077671817586e-11
S62.611B,0,1,0.0,9.150679611969598e-12
S72.001S,1,1,4.1308785787022006e-12,9.150679611969598e-12
S72.332A,1,0,4.1308785787022006e-12,0.0
S72.8X2A,1,25,4.1308785787022006e-12,2.2876699029923994e-10
S76.101A,0,4,0.0,3.660271844787839e-11
S76.212A,6,1,2.4785271472213203e-11,9.150679611969598e-12
S14.159S,1,0,4.1308785787022006e-12,0.0
S24.159S,1,0,4.1308785787022006e-12,0.0
S32.010S,16,6,6.609405725923521e-11,5.4904077671817586e-11
S32.2XXG,1,1,4.1308785787022006e-12,9.150679611969598e-12
S32.9XXK,5,0,2.0654392893511e-11,0.0
S33.0XXS,6,6,2.4785271472213203e-11,5.4904077671817586e-11
S34.119S,1,0,4.1308785787022006e-12,0.0
S43.439A,1,0,4.1308785787022006e-12,0.0
S43.61XS,5,0,2.0654392893511e-11,0.0
S44.22XD,2,0,8.261757157404401e-12,0.0
S50.861A,1,0,4.1308785787022006e-12,0.0
S52.515S,0,1,0.0,9.150679611969598e-12
S63.391S,0,1,0.0,9.150679611969598e-12
S72.352S,2,0,8.261757157404401e-12,0.0
S76.219A,2,0,8.261757157404401e-12,0.0
Z51.5,84,69,3.4699380061098484e-10,6.313968932259022e-10
Z94.0,2,3,8.261757157404401e-12,2.7452038835908793e-11
S42.211S,0,1,0.0,9.150679611969598e-12
S43.012A,1,0,4.1308785787022006e-12,0.0
S62.92XD,1,0,4.1308785787022006e-12,0.0
T84.7XXD,2,0,8.261757157404401e-12,0.0
S82.025A,0,5,0.0,4.5753398059847985e-11
S82.61XA,4,17,1.6523514314808802e-11,1.5556155340348316e-10
S83.102A,1,0,4.1308785787022006e-12,0.0
S91.202A,1,1,4.1308785787022006e-12,9.150679611969598e-12
S92.325A,0,1,0.0,9.150679611969598e-12
S81.802S,1,0,4.1308785787022006e-12,0.0
S82.392S,2,1,8.261757157404401e-12,9.150679611969598e-12
S82.842A,0,1,0.0,9.150679611969598e-12
S83.194D,2,0,8.261757157404401e-12,0.0
S86.892S,2,0,8.261757157404401e-12,0.0
S93.432A,1,0,4.1308785787022006e-12,0.0
S93.491D,10,0,4.1308785787022e-11,0.0
S94.00XA,1,0,4.1308785787022006e-12,0.0
S94.32XA,2,0,8.261757157404401e-12,0.0
T22.132A,1,0,4.1308785787022006e-12,0.0
T79.A21A,3,0,1.2392635736106602e-11,0.0
T84.54XD,0,1,0.0,9.150679611969598e-12
B00.0,3,0,1.2392635736106602e-11,0.0
D22.39,1,0,4.1308785787022006e-12,0.0
E75.21,14,0,5.7832300101830805e-11,0.0
K06.9,1,0,4.1308785787022006e-12,0.0
M99.41,3,0,1.2392635736106602e-11,0.0
N02.3,1,0,4.1308785787022006e-12,0.0
Q85.01,7,1,2.8916150050915402e-11,9.150679611969598e-12
R65.21,1,0,4.1308785787022006e-12,0.0
Z02.5,5,4,2.0654392893511e-11,3.660271844787839e-11
Z56.9,4,4,1.6523514314808802e-11,3.660271844787839e-11
F95.2,19,15,7.848669299534181e-11,1.3726019417954397e-10
Z47.1,50,27,2.0654392893511e-10,2.4706834952317913e-10
Z51.0,5,1,2.0654392893511e-11,9.150679611969598e-12
G54.8,1,7,4.1308785787022006e-12,6.405475728378719e-11
F31.89,12,7,4.9570542944426407e-11,6.405475728378719e-11
G47.52,7,6,2.8916150050915402e-11,5.4904077671817586e-11
I25.2,7,5,2.8916150050915402e-11,4.5753398059847985e-11
