ICD10Code,trad_icd_count,BFA_icd_count,trad_%,BFA_%
I69.852,2,1,8.261757157404401e-12,9.150679611969598e-12
J38.5,3,1,1.2392635736106602e-11,9.150679611969598e-12
J45.50,8,2,3.3047028629617605e-11,1.8301359223939195e-11
J47.9,4,3,1.6523514314808802e-11,2.7452038835908793e-11
K62.4,7,0,2.8916150050915402e-11,0.0
M13.169,0,7,0.0,6.405475728378719e-11
Z72.821,0,2,0.0,1.8301359223939195e-11
Z79.899,6,8,2.4785271472213203e-11,7.320543689575678e-11
Z82.49,0,1,0.0,9.150679611969598e-12
Z86.010,9,6,3.7177907208319803e-11,5.4904077671817586e-11
Z86.011,0,2,0.0,1.8301359223939195e-11
Z87.09,1,0,4.1308785787022006e-12,0.0
Z87.442,0,18,0.0,1.6471223301545275e-10
Z91.82,3,3,1.2392635736106602e-11,2.7452038835908793e-11
W01.190A,9,0,3.7177907208319803e-11,0.0
Z12.83,1,2,4.1308785787022006e-12,1.8301359223939195e-11
Z3A.11,1,0,4.1308785787022006e-12,0.0
Z3A.38,2,0,8.261757157404401e-12,0.0
B00.2,2,2,8.261757157404401e-12,1.8301359223939195e-11
B02.30,4,1,1.6523514314808802e-11,9.150679611969598e-12
B08.4,1,0,4.1308785787022006e-12,0.0
D17.20,1,0,4.1308785787022006e-12,0.0
D17.79,1,3,4.1308785787022006e-12,2.7452038835908793e-11
E13.8,6,1,2.4785271472213203e-11,9.150679611969598e-12
E27.40,1,0,4.1308785787022006e-12,0.0
E28.8,1,0,4.1308785787022006e-12,0.0
F03.91,0,6,0.0,5.4904077671817586e-11
Z02.71,0,1,0.0,9.150679611969598e-12
Z11.1,0,6,0.0,5.4904077671817586e-11
Z78.0,2,2,8.261757157404401e-12,1.8301359223939195e-11
Z79.1,0,1,0.0,9.150679611969598e-12
Z85.048,2,1,8.261757157404401e-12,9.150679611969598e-12
Z85.820,1,2,4.1308785787022006e-12,1.8301359223939195e-11
Z87.310,0,1,0.0,9.150679611969598e-12
Z96.619,0,1,0.0,9.150679611969598e-12
Z99.3,6,3,2.4785271472213203e-11,2.7452038835908793e-11
W01.198D,0,1,0.0,9.150679611969598e-12
Z11.3,0,4,0.0,3.660271844787839e-11
Z3A.01,1,0,4.1308785787022006e-12,0.0
Z3A.26,1,0,4.1308785787022006e-12,0.0
Z3A.36,1,0,4.1308785787022006e-12,0.0
Z3A.37,1,0,4.1308785787022006e-12,0.0
Z48.01,1,0,4.1308785787022006e-12,0.0
Z77.120,1,0,4.1308785787022006e-12,0.0
Z85.79,0,1,0.0,9.150679611969598e-12
Z86.39,2,0,8.261757157404401e-12,0.0
Z90.02,0,1,0.0,9.150679611969598e-12
Z90.3,2,1,8.261757157404401e-12,9.150679611969598e-12
A51.9,0,1,0.0,9.150679611969598e-12
A54.6,0,1,0.0,9.150679611969598e-12
B19.10,0,2,0.0,1.8301359223939195e-11
C18.7,7,12,2.8916150050915402e-11,1.0980815534363517e-10
C44.622,0,2,0.0,1.8301359223939195e-11
C79.52,0,1,0.0,9.150679611969598e-12
D05.11,11,7,4.54396643657242e-11,6.405475728378719e-11
D17.1,4,6,1.6523514314808802e-11,5.4904077671817586e-11
D35.2,1,3,4.1308785787022006e-12,2.7452038835908793e-11
D72.818,0,1,0.0,9.150679611969598e-12
F20.3,5,14,2.0654392893511e-11,1.2810951456757437e-10
M25.611,21,6,8.674845015274621e-11,5.4904077671817586e-11
M84.411G,1,0,4.1308785787022006e-12,0.0
M94.20,1,4,4.1308785787022006e-12,3.660271844787839e-11
N94.3,14,1,5.7832300101830805e-11,9.150679611969598e-12
O92.70,6,0,2.4785271472213203e-11,0.0
Q27.30,2,0,8.261757157404401e-12,0.0
R10.813,8,2,3.3047028629617605e-11,1.8301359223939195e-11
R20.1,11,0,4.54396643657242e-11,0.0
R47.89,11,0,4.54396643657242e-11,0.0
R70.0,1,0,4.1308785787022006e-12,0.0
C64.2,2,5,8.261757157404401e-12,4.5753398059847985e-11
C78.00,2,3,8.261757157404401e-12,2.7452038835908793e-11
C82.99,0,1,0.0,9.150679611969598e-12
D51.8,17,2,7.02249358379374e-11,1.8301359223939195e-11
G25.82,63,1,2.6024535045823864e-10,9.150679611969598e-12
G70.01,8,6,3.3047028629617605e-11,5.4904077671817586e-11
M62.50,1,0,4.1308785787022006e-12,0.0
E63.9,2,3,8.261757157404401e-12,2.7452038835908793e-11
S76.219D,2,0,8.261757157404401e-12,0.0
H43.399,1,0,4.1308785787022006e-12,0.0
H43.813,0,1,0.0,9.150679611969598e-12
H46.2,1,1,4.1308785787022006e-12,9.150679611969598e-12
H53.141,2,0,8.261757157404401e-12,0.0
H53.149,1,0,4.1308785787022006e-12,0.0
H68.012,1,0,4.1308785787022006e-12,0.0
H69.81,1,0,4.1308785787022006e-12,0.0
I26.92,1,0,4.1308785787022006e-12,0.0
I99.9,1,1,4.1308785787022006e-12,9.150679611969598e-12
J22.,2,0,8.261757157404401e-12,0.0
J40.,3,2,1.2392635736106602e-11,1.8301359223939195e-11
J45.51,2,1,8.261757157404401e-12,9.150679611969598e-12
K02.3,0,1,0.0,9.150679611969598e-12
K05.6,5,2,2.0654392893511e-11,1.8301359223939195e-11
K14.1,1,0,4.1308785787022006e-12,0.0
K29.51,1,0,4.1308785787022006e-12,0.0
L55.9,1,0,4.1308785787022006e-12,0.0
L59.9,2,1,8.261757157404401e-12,9.150679611969598e-12
M13.842,5,4,2.0654392893511e-11,3.660271844787839e-11
M25.40,1,0,4.1308785787022006e-12,0.0
M62.542,6,0,2.4785271472213203e-11,0.0
M62.569,1,0,4.1308785787022006e-12,0.0
M66.872,2,0,8.261757157404401e-12,0.0
G44.85,15,2,6.1963178680533e-11,1.8301359223939195e-11
G57.80,3,0,1.2392635736106602e-11,0.0
S14.109A,5,0,2.0654392893511e-11,0.0
Z12.9,0,3,0.0,2.7452038835908793e-11
A63.0,2,3,8.261757157404401e-12,2.7452038835908793e-11
D15.0,0,3,0.0,2.7452038835908793e-11
M84.662S,1,0,4.1308785787022006e-12,0.0
Q61.8,1,0,4.1308785787022006e-12,0.0
R29.90,1,0,4.1308785787022006e-12,0.0
S06.305D,1,0,4.1308785787022006e-12,0.0
Z90.81,1,1,4.1308785787022006e-12,9.150679611969598e-12
D17.0,2,3,8.261757157404401e-12,2.7452038835908793e-11
D23.62,1,0,4.1308785787022006e-12,0.0
D49.1,0,1,0.0,9.150679611969598e-12
F11.220,1,1,4.1308785787022006e-12,9.150679611969598e-12
B97.33,0,1,0.0,9.150679611969598e-12
C43.9,1,4,4.1308785787022006e-12,3.660271844787839e-11
C50.811,0,1,0.0,9.150679611969598e-12
C82.03,1,1,4.1308785787022006e-12,9.150679611969598e-12
D49.7,5,2,2.0654392893511e-11,1.8301359223939195e-11
D69.6,9,7,3.7177907208319803e-11,6.405475728378719e-11
G06.1,0,1,0.0,9.150679611969598e-12
S34.122D,1,1,4.1308785787022006e-12,9.150679611969598e-12
C65.9,1,1,4.1308785787022006e-12,9.150679611969598e-12
D45.,15,3,6.1963178680533e-11,2.7452038835908793e-11
G24.5,25,1,1.03271964467555e-10,9.150679611969598e-12
G45.3,1,1,4.1308785787022006e-12,9.150679611969598e-12
M88.88,7,1,2.8916150050915402e-11,9.150679611969598e-12
N97.8,6,0,2.4785271472213203e-11,0.0
G11.4,6,7,2.4785271472213203e-11,6.405475728378719e-11
G43.609,0,1,0.0,9.150679611969598e-12
G44.41,3,1,1.2392635736106602e-11,9.150679611969598e-12
H15.011,0,1,0.0,9.150679611969598e-12
H15.012,1,1,4.1308785787022006e-12,9.150679611969598e-12
H66.93,8,2,3.3047028629617605e-11,1.8301359223939195e-11
H68.103,1,1,4.1308785787022006e-12,9.150679611969598e-12
I69.391,5,1,2.0654392893511e-11,9.150679611969598e-12
I78.1,4,2,1.6523514314808802e-11,1.8301359223939195e-11
L66.2,0,1,0.0,9.150679611969598e-12
M11.261,2,1,8.261757157404401e-12,9.150679611969598e-12
M18.12,15,46,6.1963178680533e-11,4.2093126215060144e-10
M23.242,1,1,4.1308785787022006e-12,9.150679611969598e-12
M23.90,5,6,2.0654392893511e-11,5.4904077671817586e-11
M24.211,1,1,4.1308785787022006e-12,9.150679611969598e-12
M70.52,9,6,3.7177907208319803e-11,5.4904077671817586e-11
M80.08XD,4,1,1.6523514314808802e-11,9.150679611969598e-12
M89.29,1,5,4.1308785787022006e-12,4.5753398059847985e-11
M93.272,0,2,0.0,1.8301359223939195e-11
M94.261,4,49,1.6523514314808802e-11,4.4838330098651025e-10
N48.9,0,1,0.0,9.150679611969598e-12
N53.8,0,1,0.0,9.150679611969598e-12
Q38.6,0,1,0.0,9.150679611969598e-12
R06.7,0,1,0.0,9.150679611969598e-12
R14.3,8,1,3.3047028629617605e-11,9.150679611969598e-12
G95.19,1,1,4.1308785787022006e-12,9.150679611969598e-12
H52.7,4,2,1.6523514314808802e-11,1.8301359223939195e-11
I25.41,1,0,4.1308785787022006e-12,0.0
I82.890,0,1,0.0,9.150679611969598e-12
I83.019,0,1,0.0,9.150679611969598e-12
L11.1,1,0,4.1308785787022006e-12,0.0
M13.132,2,0,8.261757157404401e-12,0.0
M23.222,0,5,0.0,4.5753398059847985e-11
M62.412,0,1,0.0,9.150679611969598e-12
N32.89,3,3,1.2392635736106602e-11,2.7452038835908793e-11
R94.30,0,1,0.0,9.150679611969598e-12
S01.01XA,1,1,4.1308785787022006e-12,9.150679611969598e-12
S09.90XD,1,11,4.1308785787022006e-12,1.0065747573166556e-10
S32.018A,3,2,1.2392635736106602e-11,1.8301359223939195e-11
S32.020A,6,2,2.4785271472213203e-11,1.8301359223939195e-11
S46.912A,1,3,4.1308785787022006e-12,2.7452038835908793e-11
M86.679,0,1,0.0,9.150679611969598e-12
N13.8,0,2,0.0,1.8301359223939195e-11
N48.89,5,5,2.0654392893511e-11,4.5753398059847985e-11
R09.02,2,3,8.261757157404401e-12,2.7452038835908793e-11
R26.0,57,3,2.3546007898602544e-10,2.7452038835908793e-11
S06.2X9D,6,3,2.4785271472213203e-11,2.7452038835908793e-11
S20.212D,1,0,4.1308785787022006e-12,0.0
S30.1XXD,3,0,1.2392635736106602e-11,0.0
S44.8X1D,0,4,0.0,3.660271844787839e-11
S76.911S,9,0,3.7177907208319803e-11,0.0
S44.8X2S,1,0,4.1308785787022006e-12,0.0
S53.499S,0,6,0.0,5.4904077671817586e-11
Z91.018,6,0,2.4785271472213203e-11,0.0
S86.002A,10,0,4.1308785787022e-11,0.0
S86.002D,19,1,7.848669299534181e-11,9.150679611969598e-12
S31.829S,0,2,0.0,1.8301359223939195e-11
S82.62XD,4,3,1.6523514314808802e-11,2.7452038835908793e-11
S82.841D,0,2,0.0,1.8301359223939195e-11
S84.01XS,0,1,0.0,9.150679611969598e-12
M47.15,10,7,4.1308785787022e-11,6.405475728378719e-11
R93.2,4,2,1.6523514314808802e-11,1.8301359223939195e-11
S02.2XXA,1,1,4.1308785787022006e-12,9.150679611969598e-12
S06.360S,1,0,4.1308785787022006e-12,0.0
S22.42XD,6,1,2.4785271472213203e-11,9.150679611969598e-12
S32.435D,1,0,4.1308785787022006e-12,0.0
S34.3XXD,1,0,4.1308785787022006e-12,0.0
S43.492S,6,0,2.4785271472213203e-11,0.0
G50.8,18,1,7.435581441663961e-11,9.150679611969598e-12
G52.2,7,0,2.8916150050915402e-11,0.0
G58.8,16,2,6.609405725923521e-11,1.8301359223939195e-11
H00.022,1,0,4.1308785787022006e-12,0.0
H69.83,1,0,4.1308785787022006e-12,0.0
I69.992,1,0,4.1308785787022006e-12,0.0
K11.8,3,0,1.2392635736106602e-11,0.0
K50.019,1,0,4.1308785787022006e-12,0.0
M25.812,9,0,3.7177907208319803e-11,0.0
M33.22,9,6,3.7177907208319803e-11,5.4904077671817586e-11
M53.87,64,9,2.6437622903694084e-10,8.235611650772638e-11
M79.A21,17,0,7.02249358379374e-11,0.0
Q38.1,1,0,4.1308785787022006e-12,0.0
R00.1,10,20,4.1308785787022e-11,1.8301359223939194e-10
R19.8,1,1,4.1308785787022006e-12,9.150679611969598e-12
S32.501A,0,1,0.0,9.150679611969598e-12
S39.011A,5,1,2.0654392893511e-11,9.150679611969598e-12
S39.92XA,7,2,2.8916150050915402e-11,1.8301359223939195e-11
S44.00XD,0,1,0.0,9.150679611969598e-12
S46.202A,1,1,4.1308785787022006e-12,9.150679611969598e-12
S46.811S,5,1,2.0654392893511e-11,9.150679611969598e-12
S60.941S,0,1,0.0,9.150679611969598e-12
S62.641A,0,2,0.0,1.8301359223939195e-11
S76.002S,0,1,0.0,9.150679611969598e-12
M80.08XA,3,0,1.2392635736106602e-11,0.0
N13.2,4,1,1.6523514314808802e-11,9.150679611969598e-12
Z45.02,4,0,1.6523514314808802e-11,0.0
M53.85,4,1,1.6523514314808802e-11,9.150679611969598e-12
M75.50,6,7,2.4785271472213203e-11,6.405475728378719e-11
Z79.51,0,1,0.0,9.150679611969598e-12
S83.241S,1,0,4.1308785787022006e-12,0.0
S86.812S,1,1,4.1308785787022006e-12,9.150679611969598e-12
T16.2XXA,1,0,4.1308785787022006e-12,0.0
Z86.2,5,2,2.0654392893511e-11,1.8301359223939195e-11
Z98.84,6,7,2.4785271472213203e-11,6.405475728378719e-11
S46.211A,3,2,1.2392635736106602e-11,1.8301359223939195e-11
S65.402S,0,1,0.0,9.150679611969598e-12
C95.91,1,0,4.1308785787022006e-12,0.0
E65.,1,0,4.1308785787022006e-12,0.0
G80.9,0,1,0.0,9.150679611969598e-12
D86.2,0,14,0.0,1.2810951456757437e-10
G47.19,3,5,1.2392635736106602e-11,4.5753398059847985e-11
G47.26,2,2,8.261757157404401e-12,1.8301359223939195e-11
Z48.00,4,3,1.6523514314808802e-11,2.7452038835908793e-11
M05.841,11,0,4.54396643657242e-11,0.0
M12.562,0,5,0.0,4.5753398059847985e-11
M13.111,2,7,8.261757157404401e-12,6.405475728378719e-11
F45.9,4,10,1.6523514314808802e-11,9.150679611969597e-11
H49.22,3,0,1.2392635736106602e-11,0.0
I70.323,3,2,1.2392635736106602e-11,1.8301359223939195e-11
E83.51,1,0,4.1308785787022006e-12,0.0
G23.1,5,0,2.0654392893511e-11,0.0
H00.15,1,0,4.1308785787022006e-12,0.0
H10.45,1,1,4.1308785787022006e-12,9.150679611969598e-12
H16.229,3,1,1.2392635736106602e-11,9.150679611969598e-12
H17.89,0,1,0.0,9.150679611969598e-12
H25.013,1,0,4.1308785787022006e-12,0.0
H25.21,4,1,1.6523514314808802e-11,9.150679611969598e-12
H25.89,1,1,4.1308785787022006e-12,9.150679611969598e-12
H25.9,1,0,4.1308785787022006e-12,0.0
H35.373,1,0,4.1308785787022006e-12,0.0
H35.81,1,0,4.1308785787022006e-12,0.0
H52.6,1,0,4.1308785787022006e-12,0.0
H60.91,1,2,4.1308785787022006e-12,1.8301359223939195e-11
M86.671,11,4,4.54396643657242e-11,3.660271844787839e-11
N30.41,1,1,4.1308785787022006e-12,9.150679611969598e-12
N41.9,1,4,4.1308785787022006e-12,3.660271844787839e-11
Z34.02,8,0,3.3047028629617605e-11,0.0
Z39.1,2,0,8.261757157404401e-12,0.0
Z48.816,4,0,1.6523514314808802e-11,0.0
E09.42,2,0,8.261757157404401e-12,0.0
E11.319,2,4,8.261757157404401e-12,3.660271844787839e-11
S83.272A,2,1,8.261757157404401e-12,9.150679611969598e-12
T30.0,2,2,8.261757157404401e-12,1.8301359223939195e-11
W01.0XXS,1,1,4.1308785787022006e-12,9.150679611969598e-12
Z85.828,1,3,4.1308785787022006e-12,2.7452038835908793e-11
Z85.831,3,0,1.2392635736106602e-11,0.0
E27.49,2,1,8.261757157404401e-12,9.150679611969598e-12
F12.980,1,0,4.1308785787022006e-12,0.0
F14.259,2,0,8.261757157404401e-12,0.0
F14.94,1,1,4.1308785787022006e-12,9.150679611969598e-12
F23.,1,0,4.1308785787022006e-12,0.0
G32.0,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S86.092D,3,0,1.2392635736106602e-11,0.0
S32.040S,5,4,2.0654392893511e-11,3.660271844787839e-11
S61.119D,0,1,0.0,9.150679611969598e-12
S82.044A,0,1,0.0,9.150679611969598e-12
S92.352D,0,1,0.0,9.150679611969598e-12
C32.3,0,2,0.0,1.8301359223939195e-11
D68.51,0,14,0.0,1.2810951456757437e-10
E10.65,18,2,7.435581441663961e-11,1.8301359223939195e-11
E11.41,1,15,4.1308785787022006e-12,1.3726019417954397e-10
S16.8XXD,1,1,4.1308785787022006e-12,9.150679611969598e-12
S83.231D,0,3,0.0,2.7452038835908793e-11
H93.239,4,0,1.6523514314808802e-11,0.0
M19.241,4,5,1.6523514314808802e-11,4.5753398059847985e-11
M96.89,1,1,4.1308785787022006e-12,9.150679611969598e-12
S06.303S,0,1,0.0,9.150679611969598e-12
S22.42XG,1,0,4.1308785787022006e-12,0.0
S23.9XXA,2,0,8.261757157404401e-12,0.0
C83.00,2,0,8.261757157404401e-12,0.0
M41.23,1,0,4.1308785787022006e-12,0.0
M53.84,5,2,2.0654392893511e-11,1.8301359223939195e-11
J32.2,4,3,1.6523514314808802e-11,2.7452038835908793e-11
K57.13,1,0,4.1308785787022006e-12,0.0
K92.89,1,0,4.1308785787022006e-12,0.0
L13.9,3,0,1.2392635736106602e-11,0.0
L25.9,1,1,4.1308785787022006e-12,9.150679611969598e-12
L93.2,1,2,4.1308785787022006e-12,1.8301359223939195e-11
M24.462,0,2,0.0,1.8301359223939195e-11
M24.859,1,1,4.1308785787022006e-12,9.150679611969598e-12
M25.061,0,5,0.0,4.5753398059847985e-11
M25.412,0,1,0.0,9.150679611969598e-12
M25.671,3,1,1.2392635736106602e-11,9.150679611969598e-12
M43.8X7,39,1,1.6110426456938582e-10,9.150679611969598e-12
M48.46XD,1,0,4.1308785787022006e-12,0.0
M48.8X4,2,0,8.261757157404401e-12,0.0
M53.83,1,1,4.1308785787022006e-12,9.150679611969598e-12
M62.011,0,1,0.0,9.150679611969598e-12
M62.40,10,1,4.1308785787022e-11,9.150679611969598e-12
M70.20,2,4,8.261757157404401e-12,3.660271844787839e-11
M76.71,8,0,3.3047028629617605e-11,0.0
M96.3,8,0,3.3047028629617605e-11,0.0
M99.61,65,5,2.6850710761564303e-10,4.5753398059847985e-11
N64.3,1,0,4.1308785787022006e-12,0.0
N99.4,2,0,8.261757157404401e-12,0.0
O26.93,1,0,4.1308785787022006e-12,0.0
Q76.0,13,1,5.3701421523128606e-11,9.150679611969598e-12
N25.81,1,1,4.1308785787022006e-12,9.150679611969598e-12
N41.0,2,0,8.261757157404401e-12,0.0
M23.207,0,3,0.0,2.7452038835908793e-11
M35.4,4,2,1.6523514314808802e-11,1.8301359223939195e-11
M41.55,3,1,1.2392635736106602e-11,9.150679611969598e-12
M42.17,2,1,8.261757157404401e-12,9.150679611969598e-12
G47.421,2,0,8.261757157404401e-12,0.0
G54.3,23,3,9.501020731015061e-11,2.7452038835908793e-11
G57.20,2,1,8.261757157404401e-12,9.150679611969598e-12
G95.11,3,1,1.2392635736106602e-11,9.150679611969598e-12
H40.2210,0,1,0.0,9.150679611969598e-12
H61.22,0,4,0.0,3.660271844787839e-11
H81.93,0,4,0.0,3.660271844787839e-11
I46.9,0,1,0.0,9.150679611969598e-12
I34.1,1,4,4.1308785787022006e-12,3.660271844787839e-11
M06.839,0,2,0.0,1.8301359223939195e-11
M12.50,7,6,2.8916150050915402e-11,5.4904077671817586e-11
M12.541,0,2,0.0,1.8301359223939195e-11
Z80.9,4,1,1.6523514314808802e-11,9.150679611969598e-12
Z82.3,2,1,8.261757157404401e-12,9.150679611969598e-12
Z98.62,2,0,8.261757157404401e-12,0.0
T75.23XA,5,0,2.0654392893511e-11,0.0
S32.050A,3,0,1.2392635736106602e-11,0.0
S73.101D,0,1,0.0,9.150679611969598e-12
E16.2,0,5,0.0,4.5753398059847985e-11
E21.3,2,3,8.261757157404401e-12,2.7452038835908793e-11
E87.6,3,4,1.2392635736106602e-11,3.660271844787839e-11
F02.80,10,17,4.1308785787022e-11,1.5556155340348316e-10
F99.,2,4,8.261757157404401e-12,3.660271844787839e-11
S80.211A,0,1,0.0,9.150679611969598e-12
S83.411S,0,1,0.0,9.150679611969598e-12
S92.491A,1,0,4.1308785787022006e-12,0.0
S92.591S,1,0,4.1308785787022006e-12,0.0
T84.54XA,1,1,4.1308785787022006e-12,9.150679611969598e-12
W06.XXXD,0,1,0.0,9.150679611969598e-12
Z42.1,1,0,4.1308785787022006e-12,0.0
Z48.23,1,1,4.1308785787022006e-12,9.150679611969598e-12
Z53.29,4,5,1.6523514314808802e-11,4.5753398059847985e-11
Z90.49,2,1,8.261757157404401e-12,9.150679611969598e-12
H40.159,1,0,4.1308785787022006e-12,0.0
B02.24,1,0,4.1308785787022006e-12,0.0
C76.0,34,7,1.404498716758748e-10,6.405475728378719e-11
S32.810A,0,1,0.0,9.150679611969598e-12
S76.021D,2,0,8.261757157404401e-12,0.0
S76.211S,4,0,1.6523514314808802e-11,0.0
G54.5,22,1,9.08793287314484e-11,9.150679611969598e-12
M46.86,30,1,1.23926357361066e-10,9.150679611969598e-12
R15.2,7,1,2.8916150050915402e-11,9.150679611969598e-12
R45.0,29,4,1.1979547878236381e-10,3.660271844787839e-11
R47.01,30,0,1.23926357361066e-10,0.0
R13.14,6,5,2.4785271472213203e-11,4.5753398059847985e-11
R68.81,3,0,1.2392635736106602e-11,0.0
R87.619,0,2,0.0,1.8301359223939195e-11
S06.309D,2,2,8.261757157404401e-12,1.8301359223939195e-11
S12.591S,0,1,0.0,9.150679611969598e-12
S14.145A,0,1,0.0,9.150679611969598e-12
H02.409,0,1,0.0,9.150679611969598e-12
M48.17,4,0,1.6523514314808802e-11,0.0
E22.0,0,3,0.0,2.7452038835908793e-11
S39.83XA,0,1,0.0,9.150679611969598e-12
S46.112A,7,0,2.8916150050915402e-11,0.0
S72.001D,0,3,0.0,2.7452038835908793e-11
S22.32XA,2,6,8.261757157404401e-12,5.4904077671817586e-11
S23.41XD,5,22,2.0654392893511e-11,2.0131495146333113e-10
S32.008D,0,1,0.0,9.150679611969598e-12
S34.101S,1,0,4.1308785787022006e-12,0.0
S34.109S,6,1,2.4785271472213203e-11,9.150679611969598e-12
S34.139D,0,1,0.0,9.150679611969598e-12
S42.101A,1,0,4.1308785787022006e-12,0.0
S43.432D,3,3,1.2392635736106602e-11,2.7452038835908793e-11
S43.50XS,1,1,4.1308785787022006e-12,9.150679611969598e-12
S52.614S,0,1,0.0,9.150679611969598e-12
S65.593A,0,1,0.0,9.150679611969598e-12
S76.392D,1,0,4.1308785787022006e-12,0.0
S78.112S,4,2,1.6523514314808802e-11,1.8301359223939195e-11
S20.20XA,0,1,0.0,9.150679611969598e-12
S32.040A,8,1,3.3047028629617605e-11,9.150679611969598e-12
S43.52XS,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S43.61XD,1,1,4.1308785787022006e-12,9.150679611969598e-12
S46.219S,0,1,0.0,9.150679611969598e-12
S62.90XA,0,1,0.0,9.150679611969598e-12
S72.114A,1,1,4.1308785787022006e-12,9.150679611969598e-12
M34.1,18,0,7.435581441663961e-11,0.0
S46.099D,46,1,1.9002041462030122e-10,9.150679611969598e-12
T88.0XXA,0,1,0.0,9.150679611969598e-12
S83.8X1D,1,1,4.1308785787022006e-12,9.150679611969598e-12
S83.8X2D,2,1,8.261757157404401e-12,9.150679611969598e-12
S91.301D,0,2,0.0,1.8301359223939195e-11
J01.11,0,1,0.0,9.150679611969598e-12
K50.10,3,5,1.2392635736106602e-11,4.5753398059847985e-11
L94.0,0,9,0.0,8.235611650772638e-11
M06.841,6,0,2.4785271472213203e-11,0.0
Z87.81,2,3,8.261757157404401e-12,2.7452038835908793e-11
G51.2,22,0,9.08793287314484e-11,0.0
M72.6,0,10,0.0,9.150679611969597e-11
M79.9,9,38,3.7177907208319803e-11,3.477258252548447e-10
I70.245,0,1,0.0,9.150679611969598e-12
I86.1,7,2,2.8916150050915402e-11,1.8301359223939195e-11
K42.0,1,2,4.1308785787022006e-12,1.8301359223939195e-11
M06.819,1,0,4.1308785787022006e-12,0.0
Q68.6,0,1,0.0,9.150679611969598e-12
R22.41,2,4,8.261757157404401e-12,3.660271844787839e-11
W18.31XA,1,0,4.1308785787022006e-12,0.0
Z18.9,0,3,0.0,2.7452038835908793e-11
W10.8XXA,4,0,1.6523514314808802e-11,0.0
Z11.59,10,3,4.1308785787022e-11,2.7452038835908793e-11
Z56.6,0,1,0.0,9.150679611969598e-12
C43.59,1,3,4.1308785787022006e-12,2.7452038835908793e-11
D32.0,3,4,1.2392635736106602e-11,3.660271844787839e-11
F11.14,0,1,0.0,9.150679611969598e-12
S83.229S,0,1,0.0,9.150679611969598e-12
Z01.20,3,3,1.2392635736106602e-11,2.7452038835908793e-11
Z68.42,1,1,4.1308785787022006e-12,9.150679611969598e-12
S86.391A,0,1,0.0,9.150679611969598e-12
T84.84XA,4,11,1.6523514314808802e-11,1.0065747573166556e-10
Q71.42,0,1,0.0,9.150679611969598e-12
R68.3,0,2,0.0,1.8301359223939195e-11
C08.9,1,2,4.1308785787022006e-12,1.8301359223939195e-11
M25.642,11,1,4.54396643657242e-11,9.150679611969598e-12
M25.851,6,1,2.4785271472213203e-11,9.150679611969598e-12
M46.40,0,2,0.0,1.8301359223939195e-11
M70.51,7,4,2.8916150050915402e-11,3.660271844787839e-11
M84.459S,15,1,6.1963178680533e-11,9.150679611969598e-12
M87.352,1,0,4.1308785787022006e-12,0.0
M89.8X6,0,1,0.0,9.150679611969598e-12
N42.89,0,2,0.0,1.8301359223939195e-11
R22.9,10,5,4.1308785787022e-11,4.5753398059847985e-11
S14.125D,5,0,2.0654392893511e-11,0.0
S22.41XS,19,3,7.848669299534181e-11,2.7452038835908793e-11
S22.43XD,0,1,0.0,9.150679611969598e-12
S24.109A,0,1,0.0,9.150679611969598e-12
S43.083S,1,0,4.1308785787022006e-12,0.0
S46.221D,0,1,0.0,9.150679611969598e-12
S76.801S,0,1,0.0,9.150679611969598e-12
C79.00,0,1,0.0,9.150679611969598e-12
C84.A0,2,2,8.261757157404401e-12,1.8301359223939195e-11
C88.8,1,0,4.1308785787022006e-12,0.0
D02.21,2,2,8.261757157404401e-12,1.8301359223939195e-11
J96.12,1,1,4.1308785787022006e-12,9.150679611969598e-12
M25.359,1,1,4.1308785787022006e-12,9.150679611969598e-12
T24.639S,0,1,0.0,9.150679611969598e-12
S82.92XD,0,2,0.0,1.8301359223939195e-11
S83.282A,3,2,1.2392635736106602e-11,1.8301359223939195e-11
S96.801S,0,1,0.0,9.150679611969598e-12
Z72.4,12,0,4.9570542944426407e-11,0.0
R39.11,6,2,2.4785271472213203e-11,1.8301359223939195e-11
S14.143S,7,1,2.8916150050915402e-11,9.150679611969598e-12
D50.8,3,0,1.2392635736106602e-11,0.0
E88.81,23,5,9.501020731015061e-11,4.5753398059847985e-11
F50.02,1,0,4.1308785787022006e-12,0.0
F64.8,1,4,4.1308785787022006e-12,3.660271844787839e-11
M07.651,0,1,0.0,9.150679611969598e-12
M48.8X2,8,4,3.3047028629617605e-11,3.660271844787839e-11
F12.93,2,0,8.261757157404401e-12,0.0
M79.11,8,2,3.3047028629617605e-11,1.8301359223939195e-11
